model,run_dir,npz,set,window,horizon,n_features,mae_log1p,rmse_log1p,r2_log1p,smape_log1p,mae_raw,rmse_raw,r2_raw,smape_raw
CNN-LSTM,/home/ai-station/Projects_code/SUT_Rice_Project_2024/BPH_Research/results/out_train_dyn_w45_h1_context/cnn_lstm_core,sequences_window45_h1.npz,context,45,1,18,0.6553429365158081,1.211164834617768,0.47768038511276245,1.624991536140442,25.029088973999023,223.12872896043666,0.008375287055969238,1.7414120435714722
LSTM,/home/ai-station/Projects_code/SUT_Rice_Project_2024/BPH_Research/results/out_train_dyn_w45_h1_context/lstm_core,sequences_window45_h1.npz,context,45,1,18,0.7392263412475586,1.333256043737144,0.36706817150115967,1.6450653076171875,25.1893253326416,223.02534539262572,0.009293973445892334,1.7646121978759766
Transformer,/home/ai-station/Projects_code/SUT_Rice_Project_2024/BPH_Research/results/out_train_dyn_w45_h1_context/transformer_core,sequences_window45_h1.npz,context,45,1,18,0.7448623180389404,1.3703909700342245,0.33131933212280273,1.6502540111541748,27.188737869262695,224.79687880117464,-0.006507158279418945,1.7652218341827393
