province Thai,province Eng,Lat,long,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
สมุทรปราการ,Samut Prakarn,13.61855102,100.655449,0,0,0,0,10790,3776,2540,724,288,383,0,0
สมุทรสาคร,Samut Sakhon,13.58789744,100.2134103,0,0,0,0,779,551,506,1268,1069,468,0,0
สมุทรสงคราม,Samut Songkhram,13.43411429,99.95694286,0,0,0,0,0,0,187,1278,745,0,0,0
สระบุรี,Saraburi,14.55531481,100.8865463,0,0,0,0,50691,46928,136579,49420,30583,11958,0,0
สตูล,Satun,6.695068182,99.72796591,0,0,0,0,0,0,649,6323,8543,3459,0,0
ศรีสะเกษ,Si Sa Ket,14.94141872,104.3277783,0,0,0,0,2109536,706461,177558,13151,0,0,0,0
สิงห์บุรี,Sing Buri,14.88357143,100.3582143,0,0,0,0,181081,62373,20145,21502,33825,14443,0,0
สงขลา,Songkhla,7.117804348,100.5218768,84202,458,0,0,0,0,489,3239,41107,44854,14920,12673
สุโขทัย,Sukhothai,17.1496,99.79715294,0,0,0,0,324605,247643,222387,135051,95282,27087,0,0
สุพรรณบุรี,Suphan Buri,14.53585185,100.015287,0,0,0,0,580932,127592,65560,254168,129938,40462,0,0
สุราษฎร์ธานี,Surat Thani,9.228121053,99.40556316,0,0,0,0,228,3900,1725,678,1294,437,0,0
สุรินทร์,Surin,14.93708228,103.669962,0,0,0,0,1946343,923856,164826,7219,0,0,0,0
ตาก,Tak,16.84066102,98.83098305,0,0,0,0,14671,69013,163621,68901,4741,0,0,0
ตรัง,Trang,7.479578947,99.55433333,0,0,0,0,0,0,285,4296,2614,940,0,0
ตราด,Trat,12.10803774,102.4909057,0,0,0,0,1534,4696,6690,1595,0,0,0,0
อุบลราชธานี,Ubon Ratchathani,15.27789498,105.0215845,0,0,0,0,2623292,829156,428423,42564,1161,0,0,0
อุดรธานี,Udon Thani,17.40975974,102.883539,0,0,0,0,391362,453647,717765,196786,0,0,0,0
อุทัยธานี,Uthai Thani,15.37220588,99.80179412,0,0,0,0,216579,62692,80299,69771,64092,21482,0,0
อุตรดิตถ์,Uttaradit,17.63522727,100.3226667,0,0,0,0,32755,80383,297889,135889,35357,101,0,0
ยะลา,Yala,6.389631579,101.2610877,7882,0,0,0,0,0,0,0,0,904,14438,2038
ยโสธร,Yasothon,15.83362821,104.3002051,0,0,0,0,558649,433014,307031,33374,0,0,0,0
