date,address,latitude,longitude,day,month,year,mirid bug,mint,maxt,temp,dew,humidity,wspd,wdir,precip,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,bph
2015-01-01,Chai Nat Rice Seed Center 1,15.348,99.597,1,1,2015,1,24.8,29.2,27.3,10.9,36.44,23.6,46.67,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,2
2015-01-02,Chai Nat Rice Seed Center 1,15.348,99.597,2,1,2015,3,22.3,27.6,25.0,10.8,42.21,13.2,45.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,14
2015-01-03,Chai Nat Rice Seed Center 1,15.348,99.597,3,1,2015,1,24.3,29.9,27.7,13.9,43.33,7.5,131.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,4
2015-01-04,Chai Nat Rice Seed Center 1,15.348,99.597,4,1,2015,0,25.5,30.3,27.9,15.0,45.95,4.8,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,6
2015-01-05,Chai Nat Rice Seed Center 1,15.348,99.597,5,1,2015,8,26.4,26.4,26.4,18.6,62.34,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,18
2015-01-06,Chai Nat Rice Seed Center 1,15.348,99.597,6,1,2015,3,27.9,33.9,31.3,19.4,50.03,4.8,43.33,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,6
2015-01-07,Chai Nat Rice Seed Center 1,15.348,99.597,7,1,2015,1,28.6,33.7,31.1,20.3,53.01,2.8,270.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,5
2015-01-08,Chai Nat Rice Seed Center 1,15.348,99.597,8,1,2015,3,25.8,26.5,26.2,19.6,67.05,12.0,82.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,12
2015-01-09,Chai Nat Rice Seed Center 1,15.348,99.597,9,1,2015,2,23.5,28.1,25.8,18.2,63.25,6.5,82.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,8
2015-01-10,Chai Nat Rice Seed Center 1,15.348,99.597,10,1,2015,2,23.1,23.1,23.1,19.0,77.38,2.8,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,11
2015-01-11,Chai Nat Rice Seed Center 1,15.348,99.597,11,1,2015,2,20.6,21.0,20.7,18.1,84.89,16.2,350.0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,8
2015-01-12,Chai Nat Rice Seed Center 1,15.348,99.597,12,1,2015,1,21.7,24.0,22.8,17.4,71.43,9.4,35.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,5
2015-01-13,Chai Nat Rice Seed Center 1,15.348,99.597,13,1,2015,3,23.5,26.1,25.2,15.4,54.58,8.3,245.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,12
2015-01-14,Chai Nat Rice Seed Center 1,15.348,99.597,14,1,2015,1,23.1,27.3,25.2,9.6,37.7,8.3,64.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,5
2015-01-15,Chai Nat Rice Seed Center 1,15.348,99.597,15,1,2015,3,23.0,23.0,23.0,11.1,47.09,6.5,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,8
2015-01-16,Chai Nat Rice Seed Center 1,15.348,99.597,16,1,2015,3,22.8,29.0,26.3,13.4,45.4,4.8,16.67,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,16
2015-01-17,Chai Nat Rice Seed Center 1,15.348,99.597,17,1,2015,2,23.6,27.6,25.6,12.0,43.1,10.3,84.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,18
2015-01-18,Chai Nat Rice Seed Center 1,15.348,99.597,18,1,2015,6,24.8,29.8,27.7,15.8,49.72,5.7,26.67,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,12
2015-01-19,Chai Nat Rice Seed Center 1,15.348,99.597,19,1,2015,3,24.6,28.0,26.3,14.2,47.44,10.3,64.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,15
2015-01-20,Chai Nat Rice Seed Center 1,15.348,99.597,20,1,2015,1,24.5,24.5,24.5,14.9,55.14,5.7,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,5
2015-01-21,Chai Nat Rice Seed Center 1,15.348,99.597,21,1,2015,1,23.3,31.8,28.5,16.9,51.21,5.7,241.67,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,8
2015-01-22,Chai Nat Rice Seed Center 1,15.348,99.597,22,1,2015,0,25.2,30.7,27.9,16.6,50.96,3.9,270.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,6
2015-01-23,Chai Nat Rice Seed Center 1,15.348,99.597,23,1,2015,1,26.2,32.7,30.2,15.8,42.43,6.5,173.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,6
2015-01-24,Chai Nat Rice Seed Center 1,15.348,99.597,24,1,2015,0,25.7,31.2,28.5,18.8,56.96,3.6,56.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,8
2015-01-25,Chai Nat Rice Seed Center 1,15.348,99.597,25,1,2015,1,25.4,25.4,25.4,18.4,65.1,1.8,270.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,3
2015-01-26,Chai Nat Rice Seed Center 1,15.348,99.597,26,1,2015,0,26.4,32.8,30.4,18.0,48.94,1.8,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,182,1142,807,1324,1544,560,5
