date,address,latitude,longitude,day,month,year,mirid bug,mint,maxt,temp,dew,humidity,wspd,wdir,precip,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,bph
2015-01-18,Ratchaburi Rice Seed Center 1,14.152,100.084,18,1,2015,0,21.0,23.0,22.0,15.0,64.64,5.4,55.0,0.0,0,0,0,0,0,0,0,0,0,15,0,0,0,32547,365,3549,2634,361,1531,6979,0
2015-01-19,Ratchaburi Rice Seed Center 1,14.152,100.084,19,1,2015,0,21.0,29.0,25.7,15.8,55.3,13.0,48.88,0.0,0,0,0,0,0,0,0,0,0,15,0,0,0,32547,365,3549,2634,361,1531,6979,0
2015-01-20,Ratchaburi Rice Seed Center 1,14.152,100.084,20,1,2015,0,22.0,27.0,24.4,16.5,61.71,13.0,130.25,0.0,0,0,0,0,0,0,0,0,0,15,0,0,0,32547,365,3549,2634,361,1531,6979,0
2015-01-21,Ratchaburi Rice Seed Center 1,14.152,100.084,21,1,2015,0,22.0,32.0,28.6,16.8,50.9,9.4,66.9,0.0,0,0,0,0,0,0,0,0,0,15,0,0,0,32547,365,3549,2634,361,1531,6979,0
2015-01-22,Ratchaburi Rice Seed Center 1,14.152,100.084,22,1,2015,0,23.0,31.0,27.5,16.9,54.09,9.4,27.83,0.0,0,0,0,0,0,0,0,0,0,15,0,0,0,32547,365,3549,2634,361,1531,6979,0
2015-01-23,Ratchaburi Rice Seed Center 1,14.152,100.084,23,1,2015,0,22.0,24.0,23.0,18.5,76.14,9.4,80.0,0.0,0,0,0,0,0,0,0,0,0,15,0,0,0,32547,365,3549,2634,361,1531,6979,0
2015-01-24,Ratchaburi Rice Seed Center 1,14.152,100.084,24,1,2015,0,22.0,32.0,28.4,20.2,64.22,9.4,112.13,0.0,0,0,0,0,0,0,0,0,0,15,0,0,0,32547,365,3549,2634,361,1531,6979,0
2015-01-25,Ratchaburi Rice Seed Center 1,14.152,100.084,25,1,2015,0,23.0,29.0,25.8,21.5,77.79,7.6,109.25,0.0,0,0,0,0,0,0,0,0,0,15,0,0,0,32547,365,3549,2634,361,1531,6979,0
2015-01-26,Ratchaburi Rice Seed Center 1,14.152,100.084,26,1,2015,0,23.0,32.1,28.7,21.7,67.93,9.4,198.0,0.0,0,0,0,0,0,0,0,0,0,15,0,0,0,32547,365,3549,2634,361,1531,6979,0
2015-01-27,Ratchaburi Rice Seed Center 1,14.152,100.084,27,1,2015,0,24.0,31.9,27.8,21.8,72.27,9.4,167.67,0.0,0,0,0,0,0,0,0,0,0,15,0,0,0,32547,365,3549,2634,361,1531,6979,0
2015-01-28,Ratchaburi Rice Seed Center 1,14.152,100.084,28,1,2015,0,24.0,25.0,24.5,23.5,94.17,5.4,70.0,0.0,0,0,0,0,0,0,0,0,0,15,0,0,0,32547,365,3549,2634,361,1531,6979,0
2015-01-29,Ratchaburi Rice Seed Center 1,14.152,100.084,29,1,2015,0,24.0,32.0,29.0,23.5,73.69,9.4,140.75,0.0,0,0,0,0,0,0,0,0,0,15,0,0,0,32547,365,3549,2634,361,1531,6979,0
2015-01-30,Ratchaburi Rice Seed Center 1,14.152,100.084,30,1,2015,0,25.0,30.0,27.3,24.2,83.84,5.4,104.0,0.0,0,0,0,0,0,0,0,0,0,15,0,0,0,32547,365,3549,2634,361,1531,6979,0
2015-01-31,Ratchaburi Rice Seed Center 1,14.152,100.084,31,1,2015,0,26.0,32.0,29.5,22.8,68.89,25.9,112.7,14.0,0,0,0,0,0,0,0,0,0,15,0,0,0,32547,365,3549,2634,361,1531,6979,0
2015-02-01,Ratchaburi Rice Seed Center 1,14.152,100.084,1,2,2015,0,25.0,31.0,28.8,16.7,48.65,24.1,90.3,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-02,Ratchaburi Rice Seed Center 1,14.152,100.084,2,2,2015,0,24.0,30.0,27.3,18.0,57.33,18.4,91.83,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-03,Ratchaburi Rice Seed Center 1,14.152,100.084,3,2,2015,0,24.0,27.0,25.5,19.0,67.62,11.2,65.0,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-04,Ratchaburi Rice Seed Center 1,14.152,100.084,4,2,2015,0,25.0,33.0,30.1,18.0,49.25,18.4,76.13,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-05,Ratchaburi Rice Seed Center 1,14.152,100.084,5,2,2015,0,24.0,30.0,27.1,15.8,50.43,16.6,101.25,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-06,Ratchaburi Rice Seed Center 1,14.152,100.084,6,2,2015,0,23.0,31.5,28.7,15.4,45.03,27.7,108.9,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-07,Ratchaburi Rice Seed Center 1,14.152,100.084,7,2,2015,0,24.0,31.6,28.0,15.4,46.91,14.8,87.0,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-08,Ratchaburi Rice Seed Center 1,14.152,100.084,8,2,2015,0,23.0,25.0,24.0,17.5,67.31,11.2,120.0,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-09,Ratchaburi Rice Seed Center 1,14.152,100.084,9,2,2015,0,23.0,32.0,28.3,16.2,48.65,25.9,102.63,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-10,Ratchaburi Rice Seed Center 1,14.152,100.084,10,2,2015,0,23.0,29.0,26.4,16.1,53.8,22.3,100.5,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-11,Ratchaburi Rice Seed Center 1,14.152,100.084,11,2,2015,0,23.0,33.2,30.1,17.5,48.11,13.0,117.2,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-12,Ratchaburi Rice Seed Center 1,14.152,100.084,12,2,2015,0,24.0,32.8,28.4,21.9,69.7,13.0,146.5,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-13,Ratchaburi Rice Seed Center 1,14.152,100.084,13,2,2015,0,27.0,28.0,27.5,23.0,76.54,16.6,190.0,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-14,Ratchaburi Rice Seed Center 1,14.152,100.084,14,2,2015,0,27.0,34.0,30.9,18.4,50.28,20.5,246.75,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-15,Ratchaburi Rice Seed Center 1,14.152,100.084,15,2,2015,0,24.0,28.0,26.1,22.2,79.41,14.8,176.5,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-16,Ratchaburi Rice Seed Center 1,14.152,100.084,16,2,2015,0,25.0,33.4,30.2,22.7,65.38,13.0,172.1,0.2,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-17,Ratchaburi Rice Seed Center 1,14.152,100.084,17,2,2015,0,25.0,32.8,29.2,22.2,67.31,11.2,143.33,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-18,Ratchaburi Rice Seed Center 1,14.152,100.084,18,2,2015,0,26.0,27.0,26.5,24.0,86.22,11.2,100.0,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-19,Ratchaburi Rice Seed Center 1,14.152,100.084,19,2,2015,0,27.0,33.0,30.5,22.3,62.64,13.0,175.13,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-20,Ratchaburi Rice Seed Center 1,14.152,100.084,20,2,2015,0,25.0,29.0,26.7,23.0,80.25,11.2,160.5,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-21,Ratchaburi Rice Seed Center 1,14.152,100.084,21,2,2015,0,25.0,33.1,29.6,22.9,68.89,20.5,173.0,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-22,Ratchaburi Rice Seed Center 1,14.152,100.084,22,2,2015,0,27.0,33.0,29.8,22.9,67.75,16.6,134.5,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-23,Ratchaburi Rice Seed Center 1,14.152,100.084,23,2,2015,0,25.0,28.0,26.5,23.5,83.8,13.0,135.0,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-24,Ratchaburi Rice Seed Center 1,14.152,100.084,24,2,2015,0,26.0,35.0,31.5,22.5,60.37,14.8,198.38,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-25,Ratchaburi Rice Seed Center 1,14.152,100.084,25,2,2015,0,26.0,33.0,29.7,22.9,68.6,16.6,185.0,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-26,Ratchaburi Rice Seed Center 1,14.152,100.084,26,2,2015,0,28.0,35.2,32.7,21.7,53.42,18.4,175.1,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-27,Ratchaburi Rice Seed Center 1,14.152,100.084,27,2,2015,0,28.0,34.6,31.7,23.1,61.77,18.4,146.0,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-02-28,Ratchaburi Rice Seed Center 1,14.152,100.084,28,2,2015,0,28.0,30.0,29.0,24.5,77.04,9.4,130.0,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,14600,164,1592,1182,162,687,3131,0
2015-03-01,Ratchaburi Rice Seed Center 1,14.152,100.084,1,3,2015,0,27.0,35.8,32.9,23.9,60.62,13.0,170.5,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-02,Ratchaburi Rice Seed Center 1,14.152,100.084,2,3,2015,0,25.0,30.4,27.3,24.6,85.5,16.6,118.33,4.01,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-03,Ratchaburi Rice Seed Center 1,14.152,100.084,3,3,2015,0,28.0,30.0,29.0,24.5,77.04,22.3,185.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-04,Ratchaburi Rice Seed Center 1,14.152,100.084,4,3,2015,0,27.0,35.4,32.2,24.0,63.22,13.0,161.75,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-05,Ratchaburi Rice Seed Center 1,14.152,100.084,5,3,2015,0,28.0,34.0,30.8,23.3,65.8,16.6,158.75,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-06,Ratchaburi Rice Seed Center 1,14.152,100.084,6,3,2015,0,28.0,34.7,32.5,24.3,62.64,22.3,170.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-07,Ratchaburi Rice Seed Center 1,14.152,100.084,7,3,2015,0,29.0,34.4,31.8,23.8,63.33,18.4,178.83,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-08,Ratchaburi Rice Seed Center 1,14.152,100.084,8,3,2015,0,28.0,30.0,29.0,24.5,77.04,18.4,140.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-09,Ratchaburi Rice Seed Center 1,14.152,100.084,9,3,2015,0,27.0,35.2,32.5,23.7,61.29,14.8,168.75,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-10,Ratchaburi Rice Seed Center 1,14.152,100.084,10,3,2015,0,27.0,33.0,30.4,24.1,70.11,18.4,158.75,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-11,Ratchaburi Rice Seed Center 1,14.152,100.084,11,3,2015,0,27.0,35.3,33.0,23.6,59.05,18.4,175.1,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-12,Ratchaburi Rice Seed Center 1,14.152,100.084,12,3,2015,0,28.0,35.3,31.8,23.7,63.28,16.6,174.67,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-13,Ratchaburi Rice Seed Center 1,14.152,100.084,13,3,2015,0,29.0,31.0,30.0,24.0,70.42,18.4,185.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-14,Ratchaburi Rice Seed Center 1,14.152,100.084,14,3,2015,0,29.0,35.3,32.9,22.5,55.35,24.1,184.38,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-15,Ratchaburi Rice Seed Center 1,14.152,100.084,15,3,2015,0,28.0,33.0,30.7,23.6,67.17,18.4,183.5,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-16,Ratchaburi Rice Seed Center 1,14.152,100.084,16,3,2015,0,29.0,35.8,33.3,23.9,58.74,20.5,183.6,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-17,Ratchaburi Rice Seed Center 1,14.152,100.084,17,3,2015,0,29.0,35.6,32.2,24.0,62.92,18.4,185.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-18,Ratchaburi Rice Seed Center 1,14.152,100.084,18,3,2015,0,29.0,30.0,29.5,25.0,76.84,18.4,160.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-19,Ratchaburi Rice Seed Center 1,14.152,100.084,19,3,2015,0,28.0,35.0,32.2,24.3,64.1,18.4,161.75,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-20,Ratchaburi Rice Seed Center 1,14.152,100.084,20,3,2015,0,27.0,32.0,29.8,25.3,77.39,13.0,158.5,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-21,Ratchaburi Rice Seed Center 1,14.152,100.084,21,3,2015,0,29.0,35.0,32.5,25.1,65.61,18.4,166.5,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-22,Ratchaburi Rice Seed Center 1,14.152,100.084,22,3,2015,0,27.0,31.6,29.4,23.6,71.25,13.0,119.6,18.2,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-23,Ratchaburi Rice Seed Center 1,14.152,100.084,23,3,2015,0,28.0,30.0,29.0,24.5,76.77,14.8,160.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-24,Ratchaburi Rice Seed Center 1,14.152,100.084,24,3,2015,0,26.0,33.0,29.6,23.7,71.2,20.5,145.5,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-25,Ratchaburi Rice Seed Center 1,14.152,100.084,25,3,2015,0,26.0,30.0,28.1,21.3,67.23,18.4,111.75,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-26,Ratchaburi Rice Seed Center 1,14.152,100.084,26,3,2015,0,25.0,32.5,30.1,22.0,62.77,16.6,70.8,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-27,Ratchaburi Rice Seed Center 1,14.152,100.084,27,3,2015,0,26.0,32.7,29.8,21.5,61.91,14.8,139.33,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-28,Ratchaburi Rice Seed Center 1,14.152,100.084,28,3,2015,0,28.0,29.0,28.5,23.5,74.38,9.4,55.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-29,Ratchaburi Rice Seed Center 1,14.152,100.084,29,3,2015,0,23.0,31.0,27.3,22.9,78.26,14.8,162.25,6.36,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-30,Ratchaburi Rice Seed Center 1,14.152,100.084,30,3,2015,0,27.0,32.0,30.1,24.3,72.06,11.2,163.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-03-31,Ratchaburi Rice Seed Center 1,14.152,100.084,31,3,2015,0,30.0,36.7,34.0,23.3,54.67,18.4,192.89,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,22244,249,2426,1800,247,1046,4770,0
2015-04-01,Ratchaburi Rice Seed Center 1,14.152,100.084,1,4,2015,0,30.0,38.1,34.4,23.3,53.78,14.8,227.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-02,Ratchaburi Rice Seed Center 1,14.152,100.084,2,4,2015,0,30.0,37.6,34.0,20.9,48.97,16.6,248.5,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-03,Ratchaburi Rice Seed Center 1,14.152,100.084,3,4,2015,0,28.0,29.0,28.5,18.0,53.04,18.4,265.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-04,Ratchaburi Rice Seed Center 1,14.152,100.084,4,4,2015,0,28.0,36.3,33.2,22.0,53.96,18.4,139.75,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-05,Ratchaburi Rice Seed Center 1,14.152,100.084,5,4,2015,0,28.0,34.0,30.6,25.2,73.92,13.0,149.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-06,Ratchaburi Rice Seed Center 1,14.152,100.084,6,4,2015,0,29.0,37.7,34.2,24.3,57.86,14.8,181.6,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-07,Ratchaburi Rice Seed Center 1,14.152,100.084,7,4,2015,0,30.0,36.7,33.4,25.0,62.07,14.8,163.5,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-08,Ratchaburi Rice Seed Center 1,14.152,100.084,8,4,2015,0,26.0,28.0,27.0,23.5,81.24,18.4,290.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-09,Ratchaburi Rice Seed Center 1,14.152,100.084,9,4,2015,0,26.0,35.0,31.3,24.3,67.47,9.4,138.25,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-10,Ratchaburi Rice Seed Center 1,14.152,100.084,10,4,2015,0,28.0,34.0,31.3,24.9,70.14,9.4,163.25,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-11,Ratchaburi Rice Seed Center 1,14.152,100.084,11,4,2015,0,29.0,35.1,32.6,23.8,60.43,24.1,146.6,0.3,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-12,Ratchaburi Rice Seed Center 1,14.152,100.084,12,4,2015,0,27.0,31.6,29.3,24.1,73.72,9.4,269.67,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-13,Ratchaburi Rice Seed Center 1,14.152,100.084,13,4,2015,0,28.0,29.0,28.5,19.5,58.33,16.6,65.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-14,Ratchaburi Rice Seed Center 1,14.152,100.084,14,4,2015,0,27.0,33.0,30.1,16.7,45.11,14.6,76.75,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-15,Ratchaburi Rice Seed Center 1,14.152,100.084,15,4,2015,0,27.0,33.0,30.3,18.2,49.37,14.8,163.33,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-16,Ratchaburi Rice Seed Center 1,14.152,100.084,16,4,2015,0,28.0,35.3,33.1,23.0,56.79,16.6,170.7,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-17,Ratchaburi Rice Seed Center 1,14.152,100.084,17,4,2015,0,30.0,35.5,33.1,24.3,60.73,18.4,172.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-18,Ratchaburi Rice Seed Center 1,14.152,100.084,18,4,2015,0,30.0,32.0,31.0,25.0,70.61,18.4,185.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-19,Ratchaburi Rice Seed Center 1,14.152,100.084,19,4,2015,0,30.0,35.6,33.6,24.9,61.0,16.6,194.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-20,Ratchaburi Rice Seed Center 1,14.152,100.084,20,4,2015,0,30.0,34.0,32.4,25.5,67.73,16.6,194.25,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-21,Ratchaburi Rice Seed Center 1,14.152,100.084,21,4,2015,0,31.0,39.7,35.9,20.9,42.41,18.4,253.7,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-22,Ratchaburi Rice Seed Center 1,14.152,100.084,22,4,2015,0,31.0,37.6,34.0,21.4,48.29,18.4,239.83,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-23,Ratchaburi Rice Seed Center 1,14.152,100.084,23,4,2015,0,25.0,26.0,25.5,23.0,86.12,16.6,85.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
2015-04-24,Ratchaburi Rice Seed Center 1,14.152,100.084,24,4,2015,0,29.0,34.0,32.0,23.3,60.56,14.8,123.5,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,7511,84,819,608,83,353,1611,0
