station_id
Chiang Mai Rice research Center
Chiangrai Rice research Center
Mae Hong Son Rice research Center
Phitsanulok Rice Seed Center
Phrae Rice research Center
Samoeng Rice research Center
Sukhothai Rice Seed Center
