date,station_name,station_id,latitude,longitude,day,month,year,mirid_bug,mint_temperature ,maxt_temperature ,temperature ,dew_point,humidity ,wind_speed,wind_direction,rainfall,BPH_count
25/9/2017,Chiangrai Rice research Center,,19.529,99.745,25,9,2017,0,27,30,28.7,25.5,83.32,5.4,5,0,7
26/9/2017,Chiangrai Rice research Center,,19.529,99.745,26,9,2017,0,25,30,27.8,24.5,82.75,18.4,200.9,6.31,3
27/9/2017,Chiangrai Rice research Center,,19.529,99.745,27,9,2017,0,26,29,27.7,24.8,84.37,13,87.83,2.09,0
28/9/2017,Chiangrai Rice research Center,,19.529,99.745,28,9,2017,0,24,26,25,24.5,97.12,5.4,145,0,1
29/9/2017,Chiangrai Rice research Center,,19.529,99.745,29,9,2017,0,22,28,24.1,22.7,92.5,14.8,145,17.52,1
30/9/2017,Chiangrai Rice research Center,,19.529,99.745,30,9,2017,0,22,26,24.3,23,92.71,3.6,0,2,3
1/10/2017,Chiangrai Rice research Center,,19.529,99.745,1,10,2017,0,25,32.6,29.7,24.9,76.29,7.6,54.71,0,10
2/10/2017,Chiangrai Rice research Center,,19.529,99.745,2,10,2017,0,25,30.1,28,25.1,84.61,13,86.83,0.4,14
3/10/2017,Chiangrai Rice research Center,,19.529,99.745,3,10,2017,0,24,25,24.5,24,97.1,16.6,185,0,4
4/10/2017,Chiangrai Rice research Center,,19.529,99.745,4,10,2017,0,26,33,29.9,24.4,73.05,20.5,77.5,0,0
5/10/2017,Chiangrai Rice research Center,,19.529,99.745,5,10,2017,0,24,29,26.5,24.3,88.18,9.4,12,0.5,0
6/10/2017,Chiangrai Rice research Center,,19.529,99.745,6,10,2017,0,24,31,27.6,24.1,82.12,13,186.29,5.96,0
7/10/2017,Chiangrai Rice research Center,,19.529,99.745,7,10,2017,0,24,30.5,27.1,24.5,86.62,14.8,62,1.6,17
8/10/2017,Chiangrai Rice research Center,,19.529,99.745,8,10,2017,0,23,23,23,23,100,5.4,170,0,15
9/10/2017,Chiangrai Rice research Center,,19.529,99.745,9,10,2017,0,25,31.1,29.3,24.7,77.03,14.8,48.2,0,146
10/10/2017,Chiangrai Rice research Center,,19.529,99.745,10,10,2017,0,24,29,27,24.6,87.31,7.6,45,0,45
11/10/2017,Chiangrai Rice research Center,,19.529,99.745,11,10,2017,0,23,28,25.5,24,91.74,16.6,110.11,4.59,1
12/10/2017,Chiangrai Rice research Center,,19.529,99.745,12,10,2017,0,25,29.7,27.9,24.6,82.76,3.6,125,0.2,23
13/10/2017,Chiangrai Rice research Center,,19.529,99.745,13,10,2017,0,24,25,24.5,24.5,100,3.6,0,0,1
14/10/2017,Chiangrai Rice research Center,,19.529,99.745,14,10,2017,0,24,30,27.7,24.7,84.15,7.6,39.83,0,21
15/10/2017,Chiangrai Rice research Center,,19.529,99.745,15,10,2017,0,25,29,26.8,24.5,87.86,5.4,35,0,4
16/10/2017,Chiangrai Rice research Center,,19.529,99.745,16,10,2017,0,24,27.3,25.8,24.3,91.41,18.4,18.75,5.44,7
17/10/2017,Chiangrai Rice research Center,,19.529,99.745,17,10,2017,0,25,30.1,28.1,22.5,72.33,16.6,35.17,0,37
18/10/2017,Chiangrai Rice research Center,,19.529,99.745,18,10,2017,0,23,26,24.5,22,86.37,11.2,25,0,36
19/10/2017,Chiangrai Rice research Center,,19.529,99.745,19,10,2017,0,24,29.8,27.4,21.7,71.45,11.2,41,0,6
20/10/2017,Chiangrai Rice research Center,,19.529,99.745,20,10,2017,0,26,30,28,23.3,75.87,5.4,26.67,0,0
21/10/2017,Chiangrai Rice research Center,,19.529,99.745,21,10,2017,0,24,32.7,30.2,23.9,70.34,11.2,158.83,0,47
22/10/2017,Chiangrai Rice research Center,,19.529,99.745,22,10,2017,0,26,31.1,28.5,24.7,80.57,7.6,169.67,0,8
23/10/2017,Chiangrai Rice research Center,,19.529,99.745,23,10,2017,0,24,25,24.5,24,97.1,3.6,0,0,15
24/10/2017,Chiangrai Rice research Center,,19.529,99.745,24,10,2017,0,23,28.8,26.3,23.9,87.43,16.6,212.5,0.48,0
25/10/2017,Chiangrai Rice research Center,,19.529,99.745,25,10,2017,0,24,26.8,25.5,23.6,89.43,7.6,101,0,3
26/10/2017,Chiangrai Rice research Center,,19.529,99.745,26,10,2017,0,23,29.4,27.1,23.5,81.08,9.4,103,0,0
27/10/2017,Chiangrai Rice research Center,,19.529,99.745,27,10,2017,0,23,28.2,25.2,23.2,89.25,9.4,53.8,0.1,1
28/10/2017,Chiangrai Rice research Center,,19.529,99.745,28,10,2017,0,23,24,23.5,23.5,100,11.2,30,0,2
29/10/2017,Chiangrai Rice research Center,,19.529,99.745,29,10,2017,0,22,30,27.6,22.1,73.22,14.8,76.25,0,1
30/10/2017,Chiangrai Rice research Center,,19.529,99.745,30,10,2017,0,23,27,25.3,19.6,71.47,22.3,23.75,0,7
31/10/2017,Chiangrai Rice research Center,,19.529,99.745,31,10,2017,0,20,26.7,24.2,15.9,60.51,16.6,31.1,0,6
1/11/2017,Chiangrai Rice research Center,,19.529,99.745,1,11,2017,0,17,28,24.7,17,63.61,13,108.44,0,1
2/11/2017,Chiangrai Rice research Center,,19.529,99.745,2,11,2017,0,18,28,23.4,17.9,72.16,9.4,93,0,11
3/11/2017,Chiangrai Rice research Center,,19.529,99.745,3,11,2017,0,21,25,23,19.5,81.08,14.8,35,0,0
4/11/2017,Chiangrai Rice research Center,,19.529,99.745,4,11,2017,0,21,28.3,25.7,17.2,61.06,25.9,30.86,0,1
5/11/2017,Chiangrai Rice research Center,,19.529,99.745,5,11,2017,0,18,26,22.5,15.3,65.69,24.1,44.75,0,6
6/11/2017,Chiangrai Rice research Center,,19.529,99.745,6,11,2017,0,20,26,24.4,17.5,65.77,16.6,20.88,0,7
7/11/2017,Chiangrai Rice research Center,,19.529,99.745,7,11,2017,0,20,27.3,24.2,19.6,76.26,16.6,78.17,1.2,5
8/11/2017,Chiangrai Rice research Center,,19.529,99.745,8,11,2017,0,23,23,23,20,83.22,13,10,0,38
9/11/2017,Chiangrai Rice research Center,,19.529,99.745,9,11,2017,0,22,28,25.4,21.2,78.52,13,107.14,0,3
10/11/2017,Chiangrai Rice research Center,,19.529,99.745,10,11,2017,0,22,28,25,21.6,82,11.2,94,0,7
11/11/2017,Chiangrai Rice research Center,,19.529,99.745,11,11,2017,0,22,31.5,28.4,21.8,68.71,11.2,70.22,0,6
12/11/2017,Chiangrai Rice research Center,,19.529,99.745,12,11,2017,0,23,29.9,26.7,22.3,77.7,7.6,102.5,0,3
13/11/2017,Chiangrai Rice research Center,,19.529,99.745,13,11,2017,0,22,25,23.5,22.5,94.34,0,0,0,12
14/11/2017,Chiangrai Rice research Center,,19.529,99.745,14,11,2017,0,22,31,27.6,22.1,73,9.4,39.5,0,5
15/11/2017,Chiangrai Rice research Center,,19.529,99.745,15,11,2017,0,22,29,25.4,22.1,82.36,11.2,92.5,0,7
16/11/2017,Chiangrai Rice research Center,,19.529,99.745,16,11,2017,0,23,32,29.2,22.8,69.72,7.6,133.33,0,0
17/11/2017,Chiangrai Rice research Center,,19.529,99.745,17,11,2017,0,24,31.7,27.7,23.4,78.47,3.6,0,0,0
18/11/2017,Chiangrai Rice research Center,,19.529,99.745,18,11,2017,0,23,26,24.5,23,91.78,7.6,15,0,3
19/11/2017,Chiangrai Rice research Center,,19.529,99.745,19,11,2017,0,22,33,28.9,22.6,70.44,5.4,102,0,2
20/11/2017,Chiangrai Rice research Center,,19.529,99.745,20,11,2017,0,23,30,26.4,23.7,85.95,7.6,50,0,2
21/11/2017,Chiangrai Rice research Center,,19.529,99.745,21,11,2017,0,23,31,28.5,23.1,73.43,14.8,151.89,0,4
22/11/2017,Chiangrai Rice research Center,,19.529,99.745,22,11,2017,0,24,30.8,28,22.1,71.4,11.2,98,0,2
23/11/2017,Chiangrai Rice research Center,,19.529,99.745,23,11,2017,0,24,25,24.5,22.5,88.8,3.6,0,0,2
24/11/2017,Chiangrai Rice research Center,,19.529,99.745,24,11,2017,0,23,27.8,25.9,21.4,77.14,13,160.75,0,4
25/11/2017,Chiangrai Rice research Center,,19.529,99.745,25,11,2017,0,18,18.9,18.2,18,98.66,16.6,21,0.37,0
26/11/2017,Chiangrai Rice research Center,,19.529,99.745,26,11,2017,0,20,24,22.6,18.4,77.51,14.8,40.5,0,2
27/11/2017,Chiangrai Rice research Center,,19.529,99.745,27,11,2017,0,19,24,21.6,17.9,79.7,7.6,28.8,0,0
28/11/2017,Chiangrai Rice research Center,,19.529,99.745,28,11,2017,0,18,20,19,19,100,3.6,0,0,2
29/11/2017,Chiangrai Rice research Center,,19.529,99.745,29,11,2017,0,17,28,23.3,19.2,79.67,11.2,66.25,0,0
30/11/2017,Chiangrai Rice research Center,,19.529,99.745,30,11,2017,0,17,25,20.5,18.8,90.92,9.4,91.5,0,0
1/12/2017,Chiangrai Rice research Center,,19.529,99.745,1,12,2017,0,18,29,25,17.5,65.05,14.8,52.8,0,2
2/12/2017,Chiangrai Rice research Center,,19.529,99.745,2,12,2017,0,17,27.9,23.3,17.6,72.19,13,19.4,0,0
3/12/2017,Chiangrai Rice research Center,,19.529,99.745,3,12,2017,0,17,19,18,17.5,96.96,7.6,15,0,0
4/12/2017,Chiangrai Rice research Center,,19.529,99.745,4,12,2017,0,17,28,24.2,16.8,65.32,14.8,110.88,0,0
5/12/2017,Chiangrai Rice research Center,,19.529,99.745,5,12,2017,0,15,24,20,16.5,81.61,11.2,100,0,0
6/12/2017,Chiangrai Rice research Center,,19.529,99.745,6,12,2017,0,17,27.9,24.2,17.8,69,7.6,111.44,0,1
7/12/2017,Chiangrai Rice research Center,,19.529,99.745,7,12,2017,0,18,28,23.2,19.8,82.84,7.6,36,0,4
8/12/2017,Chiangrai Rice research Center,,19.529,99.745,8,12,2017,0,21,22,21.5,21.5,100,0,0,0,3
9/12/2017,Chiangrai Rice research Center,,19.529,99.745,9,12,2017,0,21,26,23.5,21.5,89.02,7.6,173,0.3,2
10/12/2017,Chiangrai Rice research Center,,19.529,99.745,10,12,2017,0,22,25,23.3,21.6,90.64,11.2,161.5,0,1
11/12/2017,Chiangrai Rice research Center,,19.529,99.745,11,12,2017,0,23,30.5,27.3,22.9,78.09,11.2,176.44,0,4
12/12/2017,Chiangrai Rice research Center,,19.529,99.745,12,12,2017,0,23,30.8,27.1,22.5,76.97,5.4,72.33,0,4
13/12/2017,Chiangrai Rice research Center,,19.529,99.745,13,12,2017,0,20,23,21.5,20.5,94.26,3.6,0,0,1
14/12/2017,Chiangrai Rice research Center,,19.529,99.745,14,12,2017,0,16,28,23.6,16.7,67.53,7.6,71.63,0,1
15/12/2017,Chiangrai Rice research Center,,19.529,99.745,15,12,2017,0,15,22,18.4,16.5,89.47,3.6,0,0,2
16/12/2017,Chiangrai Rice research Center,,19.529,99.745,16,12,2017,0,16,27.1,23.1,17.1,70.93,13,144.44,0,0
17/12/2017,Chiangrai Rice research Center,,19.529,99.745,17,12,2017,0,17,25.2,21.1,17.6,81.57,13,27.83,0,0
18/12/2017,Chiangrai Rice research Center,,19.529,99.745,18,12,2017,0,17,18,17.5,14,79.99,11.2,25,0,0
19/12/2017,Chiangrai Rice research Center,,19.529,99.745,19,12,2017,0,17,22.3,20.3,10.1,52.64,29.5,31.38,0,0
20/12/2017,Chiangrai Rice research Center,,19.529,99.745,20,12,2017,0,12,19,15.8,7.5,61.95,27.7,59,0,0
21/12/2017,Chiangrai Rice research Center,,19.529,99.745,21,12,2017,0,10,21.9,18,7,51.61,18.4,28.6,0,0
22/12/2017,Chiangrai Rice research Center,,19.529,99.745,22,12,2017,0,10,22.5,16.6,10.4,69.76,6.9,36.8,0,0
23/12/2017,Chiangrai Rice research Center,,19.529,99.745,23,12,2017,0,11,13,12,12,100,0,0,0,0
24/12/2017,Chiangrai Rice research Center,,19.529,99.745,24,12,2017,0,13,26,21.4,15.4,71.2,16.6,66.5,0,0
25/12/2017,Chiangrai Rice research Center,,19.529,99.745,25,12,2017,0,13,22,18,14,79.29,18.4,30.75,0,0
26/12/2017,Chiangrai Rice research Center,,19.529,99.745,26,12,2017,0,12,23,19,14.6,77.14,13,55.4,0,0
27/12/2017,Chiangrai Rice research Center,,19.529,99.745,27,12,2017,0,16,18.1,17,16.8,98.52,18.4,75.67,11.69,0
28/12/2017,Chiangrai Rice research Center,,19.529,99.745,28,12,2017,0,17,18,17.5,17.5,100,11.2,25,0,0
29/12/2017,Chiangrai Rice research Center,,19.529,99.745,29,12,2017,0,19,24,22.2,18.8,82.1,11.2,73.75,0,0
30/12/2017,Chiangrai Rice research Center,,19.529,99.745,30,12,2017,0,20,25,22.2,20.6,91.2,7.6,33.5,0,0
31/12/2017,Chiangrai Rice research Center,,19.529,99.745,31,12,2017,0,20,26.7,23.8,20.9,84.58,7.6,121.63,10.48,0
1/1/2018,Chiangrai Rice research Center,,19.529,99.745,1,1,2018,0,21,25.5,23.6,19.1,76.18,7.6,190.43,1.4,2
2/1/2018,Chiangrai Rice research Center,,19.529,99.745,2,1,2018,0,19,25.7,22,19.2,84.62,3.9,126.75,0,0
3/1/2018,Chiangrai Rice research Center,,19.529,99.745,3,1,2018,0,20,20,20,19.5,96.99,0,0,0,0
4/1/2018,Chiangrai Rice research Center,,19.529,99.745,4,1,2018,0,19,23.2,21.8,20,89.71,11.2,78.25,0,0
5/1/2018,Chiangrai Rice research Center,,19.529,99.745,5,1,2018,0,19,22,20.5,19.4,93.51,11.2,106,0,0
6/1/2018,Chiangrai Rice research Center,,19.529,99.745,6,1,2018,0,20,23.4,21.8,20.3,91.23,5.4,50,0.62,0
7/1/2018,Chiangrai Rice research Center,,19.529,99.745,7,1,2018,0,21,26.9,23.7,21.8,89.73,5.4,84.83,0,1
8/1/2018,Chiangrai Rice research Center,,19.529,99.745,8,1,2018,0,21,22,21.5,21.5,100,7.6,250,0,2
9/1/2018,Chiangrai Rice research Center,,19.529,99.745,9,1,2018,0,22,30,26.4,22.9,82.22,7.3,121.71,0,3
10/1/2018,Chiangrai Rice research Center,,19.529,99.745,10,1,2018,0,21,26,23.2,22,93.47,3.6,3.33,0,0
11/1/2018,Chiangrai Rice research Center,,19.529,99.745,11,1,2018,0,16,18.6,17.3,15.2,87.62,20.5,34,0.1,0
12/1/2018,Chiangrai Rice research Center,,19.529,99.745,12,1,2018,0,12,14.6,13.5,11.2,86.4,20.5,26.5,0.48,0
13/1/2018,Chiangrai Rice research Center,,19.529,99.745,13,1,2018,0,13,14,13.5,10.5,82.07,13,15,0,0
14/1/2018,Chiangrai Rice research Center,,19.529,99.745,14,1,2018,0,15,23,19.4,13.8,71.4,9.4,89.63,0,1
15/1/2018,Chiangrai Rice research Center,,19.529,99.745,15,1,2018,0,16,21,18.6,16,85.31,3.6,0,0,2
16/1/2018,Chiangrai Rice research Center,,19.529,99.745,16,1,2018,0,15,27.5,22.9,17,71.75,11.2,122,0,5
17/1/2018,Chiangrai Rice research Center,,19.529,99.745,17,1,2018,0,15,26.3,20.7,17.3,82.6,7.6,70,0,3
18/1/2018,Chiangrai Rice research Center,,19.529,99.745,18,1,2018,0,16,18,17,17,100,0,0,0,0
19/1/2018,Chiangrai Rice research Center,,19.529,99.745,19,1,2018,0,15,28,22.7,16.5,70.85,7.6,82,0,1
20/1/2018,Chiangrai Rice research Center,,19.529,99.745,20,1,2018,0,15,22,18.7,16.7,88.71,5.4,63.33,0,0
21/1/2018,Chiangrai Rice research Center,,19.529,99.745,21,1,2018,0,15,29,23.8,16.6,67.06,9.4,156.25,0,0
22/1/2018,Chiangrai Rice research Center,,19.529,99.745,22,1,2018,0,15,26.2,20.9,16.7,78.4,7.6,137.5,0,0
23/1/2018,Chiangrai Rice research Center,,19.529,99.745,23,1,2018,0,15,18,16.5,15.5,94.05,0,0,0,0
24/1/2018,Chiangrai Rice research Center,,19.529,99.745,24,1,2018,0,14,28,22.4,15.6,68.58,7.6,96.86,0,0
25/1/2018,Chiangrai Rice research Center,,19.529,99.745,25,1,2018,0,14,21,17.9,14.8,82.69,5.4,37.5,0,0
26/1/2018,Chiangrai Rice research Center,,19.529,99.745,26,1,2018,0,15,28.7,24.1,17.3,67.71,7.6,72.2,0,0
27/1/2018,Chiangrai Rice research Center,,19.529,99.745,27,1,2018,0,18,29,23.9,19.3,76.85,9.4,78,0,0
28/1/2018,Chiangrai Rice research Center,,19.529,99.745,28,1,2018,0,16,20,18,17,94.14,1.8,0,0,0
29/1/2018,Chiangrai Rice research Center,,19.529,99.745,29,1,2018,0,15,29.1,24,15.8,63.64,9.4,99.71,0,0
30/1/2018,Chiangrai Rice research Center,,19.529,99.745,30,1,2018,0,15,24,19.7,15.9,80.09,7.6,112.5,0,0
31/1/2018,Chiangrai Rice research Center,,19.529,99.745,31,1,2018,0,13,30.5,24.3,12.8,52.64,11.2,136.25,0,0
1/2/2018,Chiangrai Rice research Center,,19.529,99.745,1,2,2018,0,15,27.2,22,16.1,70.47,14.8,65.3,0,1
2/2/2018,Chiangrai Rice research Center,,19.529,99.745,2,2,2018,0,17,24.2,20.6,16.9,80.84,11.2,159,0,6
3/2/2018,Chiangrai Rice research Center,,19.529,99.745,3,2,2018,0,18,20,19,17.5,91.44,13,25,0,1
4/2/2018,Chiangrai Rice research Center,,19.529,99.745,4,2,2018,0,17,25,21.3,15.4,69.8,11.2,96.25,0,2
5/2/2018,Chiangrai Rice research Center,,19.529,99.745,5,2,2018,0,17,22,19.8,16.6,82.67,9.4,125,0,0
6/2/2018,Chiangrai Rice research Center,,19.529,99.745,6,2,2018,0,16,25.3,20.8,15.2,71.11,9.4,90,0,2
7/2/2018,Chiangrai Rice research Center,,19.529,99.745,7,2,2018,0,14,25.9,19.7,15.7,79.4,11.2,96.4,0,0
8/2/2018,Chiangrai Rice research Center,,19.529,99.745,8,2,2018,0,15,18,16.5,16,96.94,0,0,0,0
9/2/2018,Chiangrai Rice research Center,,19.529,99.745,9,2,2018,0,17,27,23.4,17.9,72.69,9.4,217.67,0,2
10/2/2018,Chiangrai Rice research Center,,19.529,99.745,10,2,2018,0,17,24,20.6,18,85.98,5.5,59.25,0,0
11/2/2018,Chiangrai Rice research Center,,19.529,99.745,11,2,2018,0,14,30.4,24.6,14.8,58,13,141.56,0,0
12/2/2018,Chiangrai Rice research Center,,19.529,99.745,12,2,2018,0,16,27.8,22,16.2,71.49,9.4,118.25,0,0
13/2/2018,Chiangrai Rice research Center,,19.529,99.745,13,2,2018,0,17,20,18.5,18,96.99,0,0,0,0
14/2/2018,Chiangrai Rice research Center,,19.529,99.745,14,2,2018,0,20,30,26,19.3,68.19,9.4,139.33,0,2
15/2/2018,Chiangrai Rice research Center,,19.529,99.745,15,2,2018,0,17,25,21.7,17.2,76.87,5.4,218.67,0,0
16/2/2018,Chiangrai Rice research Center,,19.529,99.745,16,2,2018,0,16,31.5,26.4,13.4,49.82,9.4,94.25,0,0
17/2/2018,Chiangrai Rice research Center,,19.529,99.745,17,2,2018,0,14,27.3,20.2,13.5,68.08,5.4,79.25,0,0
18/2/2018,Chiangrai Rice research Center,,19.529,99.745,18,2,2018,0,15,19,17,15,88.81,0,0,0,0
19/2/2018,Chiangrai Rice research Center,,19.529,99.745,19,2,2018,0,16,30,24.2,16.2,64.38,7.6,18.38,0,0
20/2/2018,Chiangrai Rice research Center,,19.529,99.745,20,2,2018,0,17,25,21.3,18.1,82.82,9.4,48,0,0
21/2/2018,Chiangrai Rice research Center,,19.529,99.745,21,2,2018,0,18.1,32.1,26.3,16.8,57.21,9.4,188.83,0,0
22/2/2018,Chiangrai Rice research Center,,19.529,99.745,22,2,2018,0,18.1,31.1,25,18.8,70.37,7.6,69.67,0,0
23/2/2018,Chiangrai Rice research Center,,19.529,99.745,23,2,2018,0,22,23,22.5,21,91.29,5.4,100,0,0
24/2/2018,Chiangrai Rice research Center,,19.529,99.745,24,2,2018,0,21,30,26.3,21.3,76.03,13,97.86,0,0
25/2/2018,Chiangrai Rice research Center,,19.529,99.745,25,2,2018,0,20,26,23.2,18.1,74.09,14.8,155,0,0
26/2/2018,Chiangrai Rice research Center,,19.529,99.745,26,2,2018,0,18,31.5,26,17,59.6,7.6,132.44,0,0
27/2/2018,Chiangrai Rice research Center,,19.529,99.745,27,2,2018,0,19,28.8,23.8,20.4,82.6,5.4,101.67,0,0
28/2/2018,Chiangrai Rice research Center,,19.529,99.745,28,2,2018,0,18,20,19,17,88.38,7.6,185,0,0
1/3/2018,Chiangrai Rice research Center,,19.529,99.745,1,3,2018,0,19,31.9,26.4,17.9,61.59,9.4,83.22,0,0
2/3/2018,Chiangrai Rice research Center,,19.529,99.745,2,3,2018,0,18,29.2,23.3,17.6,72.36,7.6,118.67,0,0
3/3/2018,Chiangrai Rice research Center,,19.529,99.745,3,3,2018,0,18,20,19,18.5,96.99,1.8,0,0,0
4/3/2018,Chiangrai Rice research Center,,19.529,99.745,4,3,2018,0,17,33,26.6,16.2,56.39,9.4,154.5,0,0
5/3/2018,Chiangrai Rice research Center,,19.529,99.745,5,3,2018,0,17,25,21.9,17.2,75.62,4.8,30,0,0
6/3/2018,Chiangrai Rice research Center,,19.529,99.745,6,3,2018,0,17,32.3,26.4,17.1,58.61,9.4,63.78,0,0
7/3/2018,Chiangrai Rice research Center,,19.529,99.745,7,3,2018,0,18,30.6,24.2,18.8,73.14,7.6,97.2,0,1
8/3/2018,Chiangrai Rice research Center,,19.529,99.745,8,3,2018,0,19,22,20.5,17.5,83.61,0,0,0,1
9/3/2018,Chiangrai Rice research Center,,19.529,99.745,9,3,2018,0,21,23,21.7,16.7,73.23,18.4,62.25,1,2
10/3/2018,Chiangrai Rice research Center,,19.529,99.745,10,3,2018,0,18,21,19.7,17.2,85.44,11.2,29.75,0,0
11/3/2018,Chiangrai Rice research Center,,19.529,99.745,11,3,2018,0,20,29.8,26.1,19.2,67.23,9.4,80.33,0,1
12/3/2018,Chiangrai Rice research Center,,19.529,99.745,12,3,2018,0,20,28.8,24.6,20.1,76.93,11.2,73.67,0,0
13/3/2018,Chiangrai Rice research Center,,19.529,99.745,13,3,2018,0,19,22,20.5,19.5,94.22,0,0,0,0
14/3/2018,Chiangrai Rice research Center,,19.529,99.745,14,3,2018,0,17,28,23.5,17.5,71,9.4,61.88,0,0
15/3/2018,Chiangrai Rice research Center,,19.529,99.745,15,3,2018,0,18,25,22,18.6,82.05,9.4,174,0,1
16/3/2018,Chiangrai Rice research Center,,19.529,99.745,16,3,2018,0,18,32.4,26.8,18.7,63.47,9.4,85.75,0,0
17/3/2018,Chiangrai Rice research Center,,19.529,99.745,17,3,2018,0,23,31.2,27.5,19.2,61.67,7.6,110.5,0,0
18/3/2018,Chiangrai Rice research Center,,19.529,99.745,18,3,2018,0,19,21,20,19.5,97.01,0,0,0,0
19/3/2018,Chiangrai Rice research Center,,19.529,99.745,19,3,2018,0,18,32,25.8,20.1,74.42,6,79.63,0,0
20/3/2018,Chiangrai Rice research Center,,19.529,99.745,20,3,2018,0,21,25,23.1,18.5,75.21,7.6,64,0,0
21/3/2018,Chiangrai Rice research Center,,19.529,99.745,21,3,2018,0,20,32.9,27.7,20,64.74,7.6,118.88,0,0
22/3/2018,Chiangrai Rice research Center,,19.529,99.745,22,3,2018,0,21,30.3,25.9,20.7,74.55,7.6,71.8,0,3
23/3/2018,Chiangrai Rice research Center,,19.529,99.745,23,3,2018,0,22,25,23.5,21,86.9,5.4,65,0,2
24/3/2018,Chiangrai Rice research Center,,19.529,99.745,24,3,2018,0,21,32,27.8,21.2,69.28,11.2,119.57,0,3
25/3/2018,Chiangrai Rice research Center,,19.529,99.745,25,3,2018,0,22,27,24.9,21.7,82.93,7.6,55.75,0,4
26/3/2018,Chiangrai Rice research Center,,19.529,99.745,26,3,2018,0,23,31.5,28.3,22.7,72.62,14.8,46.8,0,0
27/3/2018,Chiangrai Rice research Center,,19.529,99.745,27,3,2018,0,23,29.7,26.3,22.4,79.85,11.2,95,0,0
28/3/2018,Chiangrai Rice research Center,,19.529,99.745,28,3,2018,0,22,23,22.5,22,97.05,5.4,130,0,4
29/3/2018,Chiangrai Rice research Center,,19.529,99.745,29,3,2018,0,23,32,28,21.3,68.06,11.2,76.75,0,0
30/3/2018,Chiangrai Rice research Center,,19.529,99.745,30,3,2018,0,22,27,24.7,21.4,81.85,13,47.75,6,2
31/3/2018,Chiangrai Rice research Center,,19.529,99.745,31,3,2018,0,22,28,25.4,21.8,81.03,16.6,45.7,0,1
1/4/2018,Chiangrai Rice research Center,,19.529,99.745,1,4,2018,0,21,30.9,27.2,21.7,73.49,7.6,107.2,0,4
2/4/2018,Chiangrai Rice research Center,,19.529,99.745,2,4,2018,0,23,31.1,27,22.7,78.31,7.6,57,0,0
3/4/2018,Chiangrai Rice research Center,,19.529,99.745,3,4,2018,0,20,22,21,20,94.22,11.2,175,0,0
4/4/2018,Chiangrai Rice research Center,,19.529,99.745,4,4,2018,0,22,31.9,27,22.4,77.24,11.2,126.63,0,1
5/4/2018,Chiangrai Rice research Center,,19.529,99.745,5,4,2018,0,23,26,24.7,21.9,84.7,9.4,73,0,0
6/4/2018,Chiangrai Rice research Center,,19.529,99.745,6,4,2018,0,21,31.1,27.6,21.8,71.86,9.4,144.38,0,1
7/4/2018,Chiangrai Rice research Center,,19.529,99.745,7,4,2018,0,18,19.1,18.5,17.7,95.16,33.5,80.17,32.73,0
8/4/2018,Chiangrai Rice research Center,,19.529,99.745,8,4,2018,0,19,20,19.5,15,75.28,11.2,30,0,0
9/4/2018,Chiangrai Rice research Center,,19.529,99.745,9,4,2018,0,20,29,25.3,18.2,66.05,9.4,70.33,0,0
10/4/2018,Chiangrai Rice research Center,,19.529,99.745,10,4,2018,0,22,28,25.4,21.1,78.15,7.6,70,0,0
11/4/2018,Chiangrai Rice research Center,,19.529,99.745,11,4,2018,0,24,34.8,30.9,21.8,60.25,11.2,109.6,0,9
12/4/2018,Chiangrai Rice research Center,,19.529,99.745,12,4,2018,0,25,34,29.3,22.2,66.76,7.6,119.33,0,1
13/4/2018,Chiangrai Rice research Center,,19.529,99.745,13,4,2018,0,25,27,26,23,83.73,0,0,0,0
14/4/2018,Chiangrai Rice research Center,,19.529,99.745,14,4,2018,0,25,33,29.5,22.6,68.02,7.6,50,0,6
15/4/2018,Chiangrai Rice research Center,,19.529,99.745,15,4,2018,0,23,27,25.5,22.1,82.21,7.6,32,0,1
16/4/2018,Chiangrai Rice research Center,,19.529,99.745,16,4,2018,0,24,32.2,29.3,23.1,70.01,7.8,124.33,0,10
17/4/2018,Chiangrai Rice research Center,,19.529,99.745,17,4,2018,0,20,26.4,23,20.6,86.67,9.4,31,0,0
18/4/2018,Chiangrai Rice research Center,,19.529,99.745,18,4,2018,0,20,22,21,20.5,97.03,11.2,40,0,2
19/4/2018,Chiangrai Rice research Center,,19.529,99.745,19,4,2018,0,22,29,26,22.2,80.36,13,77.29,0,2
20/4/2018,Chiangrai Rice research Center,,19.529,99.745,20,4,2018,0,22,26,24.1,22.2,89.52,7.6,138.67,0,2
21/4/2018,Chiangrai Rice research Center,,19.529,99.745,21,4,2018,0,24,34.1,30.5,22.9,65.84,13,92.33,0,2
22/4/2018,Chiangrai Rice research Center,,19.529,99.745,22,4,2018,0,25,33.3,29.3,23.1,70.24,6,98.8,0,8
23/4/2018,Chiangrai Rice research Center,,19.529,99.745,23,4,2018,0,25,28,26.5,24,86.56,5.4,40,0,0
24/4/2018,Chiangrai Rice research Center,,19.529,99.745,24,4,2018,0,26,35,31.3,24.1,66.66,9.4,112.33,0,0
25/4/2018,Chiangrai Rice research Center,,19.529,99.745,25,4,2018,0,24,28,26.2,22.7,81.6,5.4,129.75,0,0
26/4/2018,Chiangrai Rice research Center,,19.529,99.745,26,4,2018,0,22,28.4,25.9,22.7,83.15,7.6,97.44,0,0
