date,station_name,station_id,latitude,longitude,day,month,year,mirid_bug,mint_temperature ,maxt_temperature ,temperature ,dew_point,humidity ,wind_speed,wind_direction,rainfall,BPH_count
1/1/2015,Chachoengsao Rice research Center,,13.873,100.951,1,1,2015,0,21,28.2,25.7,14,49.11,18.5,65.5,0,1
2/1/2015,Chachoengsao Rice research Center,,13.873,100.951,2,1,2015,0,20.5,26.9,23.7,12.4,49.78,16.7,126.83,0,0
3/1/2015,Chachoengsao Rice research Center,,13.873,100.951,3,1,2015,0,21,22.5,21.7,14.5,63.5,9.4,25,0,1
4/1/2015,Chachoengsao Rice research Center,,13.873,100.951,4,1,2015,0,21.5,31,27.7,16.2,50.44,10.3,164.63,0,1
5/1/2015,Chachoengsao Rice research Center,,13.873,100.951,5,1,2015,0,23,29.5,26.5,19.5,66.84,7.4,35.75,0,0
6/1/2015,Chachoengsao Rice research Center,,13.873,100.951,6,1,2015,0,24,33.2,30.5,20.2,55.78,13.9,153.8,0,1
7/1/2015,Chachoengsao Rice research Center,,13.873,100.951,7,1,2015,0,26.5,32.8,29.9,22.3,64.83,10.3,134.17,0,34
8/1/2015,Chachoengsao Rice research Center,,13.873,100.951,8,1,2015,0,25.5,26,25.7,22.7,83.59,11.2,62.5,0,0
9/1/2015,Chachoengsao Rice research Center,,13.873,100.951,9,1,2015,0,25,31,28.5,19.1,57.3,24.1,88.38,0,0
10/1/2015,Chachoengsao Rice research Center,,13.873,100.951,10,1,2015,0,26,29,27.6,20.8,66.87,16.6,74,0,1
11/1/2015,Chachoengsao Rice research Center,,13.873,100.951,11,1,2015,0,22.5,27,25.6,17.1,59.98,24.1,275.9,0,0
12/1/2015,Chachoengsao Rice research Center,,13.873,100.951,12,1,2015,0,21.5,25.5,23.7,15.9,61.97,15.9,194.5,0,0
13/1/2015,Chachoengsao Rice research Center,,13.873,100.951,13,1,2015,1,22.5,23,22.7,14.2,58.76,12.9,60,0,0
14/1/2015,Chachoengsao Rice research Center,,13.873,100.951,14,1,2015,0,21,28,25.3,11.1,41.53,13.9,78.75,0,1
15/1/2015,Chachoengsao Rice research Center,,13.873,100.951,15,1,2015,48,20,25.5,22.9,11.6,49.37,10.3,40.5,0,0
16/1/2015,Chachoengsao Rice research Center,,13.873,100.951,16,1,2015,0,21,30.5,27.3,11,37.48,17.5,58.2,0,0
17/1/2015,Chachoengsao Rice research Center,,13.873,100.951,17,1,2015,0,20,27.1,23.6,12.4,49.89,16.7,66.33,0,0
18/1/2015,Chachoengsao Rice research Center,,13.873,100.951,18,1,2015,0,21.5,23.5,22.5,14.5,60.72,10.1,75,0,1
19/1/2015,Chachoengsao Rice research Center,,13.873,100.951,19,1,2015,0,21.5,29,25.8,14.5,50.35,16.7,65.38,0,0
20/1/2015,Chachoengsao Rice research Center,,13.873,100.951,20,1,2015,0,22,27,24.6,15.4,57.22,13.9,105,0,0
21/1/2015,Chachoengsao Rice research Center,,13.873,100.951,21,1,2015,0,22,32,28.8,14.6,44.3,10.3,58.4,0,0
22/1/2015,Chachoengsao Rice research Center,,13.873,100.951,22,1,2015,0,23,31.5,28,15,47.02,10.8,55.83,0,0
23/1/2015,Chachoengsao Rice research Center,,13.873,100.951,23,1,2015,0,22.5,24.5,23.5,18.2,72.64,8.5,90,0,0
24/1/2015,Chachoengsao Rice research Center,,13.873,100.951,24,1,2015,0,22.5,32,28.4,19.8,62.5,11.1,160.5,0,1
25/1/2015,Chachoengsao Rice research Center,,13.873,100.951,25,1,2015,0,23.5,28.5,25.9,21.5,77.21,6.5,81,0,0
26/1/2015,Chachoengsao Rice research Center,,13.873,100.951,26,1,2015,10,23.5,31.4,28.9,21.8,66.98,12.9,193.6,0,0
27/1/2015,Chachoengsao Rice research Center,,13.873,100.951,27,1,2015,10,24,31.9,28.2,21.8,69.96,10.7,161.5,0,0
28/1/2015,Chachoengsao Rice research Center,,13.873,100.951,28,1,2015,2,24.5,25.5,25,23,88.7,6.5,57.5,0,1
29/1/2015,Chachoengsao Rice research Center,,13.873,100.951,29,1,2015,5,24.5,32.5,29.3,22.6,69.03,10,152.38,0,0
30/1/2015,Chachoengsao Rice research Center,,13.873,100.951,30,1,2015,3,25.5,30,27.9,23.8,79.16,7.4,175.5,0,1
31/1/2015,Chachoengsao Rice research Center,,13.873,100.951,31,1,2015,1,26,32,29.7,21.5,63.19,25.9,93.7,31.43,0
1/2/2015,Chachoengsao Rice research Center,,13.873,100.951,1,2,2015,2,25,31,28.8,15.3,44.24,24.1,89.1,0,0
2/2/2015,Chachoengsao Rice research Center,,13.873,100.951,2,2,2015,1,23.5,30.2,27.3,16.6,52.42,20.3,90.83,0,0
3/2/2015,Chachoengsao Rice research Center,,13.873,100.951,3,2,2015,12,24.5,27,25.7,18.2,63.43,13,65,0,0
4/2/2015,Chachoengsao Rice research Center,,13.873,100.951,4,2,2015,15,25.5,33,30.3,16.3,44.14,23,87.75,0,1
5/2/2015,Chachoengsao Rice research Center,,13.873,100.951,5,2,2015,20,25,29.5,27.2,14.4,45.55,20.3,90.75,0,0
6/2/2015,Chachoengsao Rice research Center,,13.873,100.951,6,2,2015,6,23.5,31.7,28.9,14.3,41.62,28.6,98,0,0
7/2/2015,Chachoengsao Rice research Center,,13.873,100.951,7,2,2015,0,23.5,30.8,27.8,14.8,45.9,14.8,87.83,0,0
8/2/2015,Chachoengsao Rice research Center,,13.873,100.951,8,2,2015,6,23,25.5,24.2,17.2,65.49,11.2,107.5,0,1
9/2/2015,Chachoengsao Rice research Center,,13.873,100.951,9,2,2015,0,23.5,32,28.3,15.3,45.89,23.2,98.13,0,0
10/2/2015,Chachoengsao Rice research Center,,13.873,100.951,10,2,2015,0,23,29,26.5,15.3,50.89,23.2,91.5,0,0
11/2/2015,Chachoengsao Rice research Center,,13.873,100.951,11,2,2015,0,23.5,32.7,30,18.1,50.46,10.6,119.5,0,1
12/2/2015,Chachoengsao Rice research Center,,13.873,100.951,12,2,2015,0,24.5,31.5,28.3,21.9,69.25,14.8,141.33,0,0
13/2/2015,Chachoengsao Rice research Center,,13.873,100.951,13,2,2015,0,27,28.5,27.7,22,71.05,19.4,190,0,0
14/2/2015,Chachoengsao Rice research Center,,13.873,100.951,14,2,2015,0,27,32,30,20.6,58.8,21.2,224.38,3,0
15/2/2015,Chachoengsao Rice research Center,,13.873,100.951,15,2,2015,0,24,29,26.8,22.2,76.03,17.6,140,5,1
16/2/2015,Chachoengsao Rice research Center,,13.873,100.951,16,2,2015,0,25.5,32.5,30.1,22.3,63.91,15.6,181.7,0.2,0
17/2/2015,Chachoengsao Rice research Center,,13.873,100.951,17,2,2015,0,25,31.6,29,21.8,65.93,13.8,156.17,0,1
18/2/2015,Chachoengsao Rice research Center,,13.873,100.951,18,2,2015,0,27,27.5,27.2,23,77.67,11.2,125,0,0
19/2/2015,Chachoengsao Rice research Center,,13.873,100.951,19,2,2015,0,26.5,33,30.3,21.4,59.87,19.4,161.25,0,3
20/2/2015,Chachoengsao Rice research Center,,13.873,100.951,20,2,2015,0,25,29,27.1,22.4,75.61,11.2,109,0,4
21/2/2015,Chachoengsao Rice research Center,,13.873,100.951,21,2,2015,0,26,32,29.4,22.3,67.31,20.5,187.2,9.82,2
22/2/2015,Chachoengsao Rice research Center,,13.873,100.951,22,2,2015,0,27.5,32.3,30.1,22.2,63.46,19.4,177.5,0,2
23/2/2015,Chachoengsao Rice research Center,,13.873,100.951,23,2,2015,0,25.5,28,26.7,23,80.06,13.9,127.5,0,3
24/2/2015,Chachoengsao Rice research Center,,13.873,100.951,24,2,2015,0,26.5,34,31.2,22.8,61.93,16.7,197,0,2
25/2/2015,Chachoengsao Rice research Center,,13.873,100.951,25,2,2015,0,26.5,32.5,29.9,22.9,67.27,17.5,158.67,0,2
26/2/2015,Chachoengsao Rice research Center,,13.873,100.951,26,2,2015,0,28,34,32.1,21.2,53.13,18.4,184.8,0,1
27/2/2015,Chachoengsao Rice research Center,,13.873,100.951,27,2,2015,0,28,33.5,31.3,22.4,60.24,14.8,181.17,0,1
28/2/2015,Chachoengsao Rice research Center,,13.873,100.951,28,2,2015,0,28,29.5,28.7,23.5,73.53,11.2,150,0,1
1/3/2015,Chachoengsao Rice research Center,,13.873,100.951,1,3,2015,0,27.5,34.5,32.4,23.3,59.48,13.9,178.5,0,0
2/3/2015,Chachoengsao Rice research Center,,13.873,100.951,2,3,2015,0,25.3,29.3,27,23.6,81.94,18.5,198.5,17.39,1
3/3/2015,Chachoengsao Rice research Center,,13.873,100.951,3,3,2015,0,28.5,30,29.2,24,73.61,25,182.5,0,2
4/3/2015,Chachoengsao Rice research Center,,13.873,100.951,4,3,2015,0,28,34,31.7,23.9,64.1,15.8,170.38,0,1
5/3/2015,Chachoengsao Rice research Center,,13.873,100.951,5,3,2015,0,28.5,33,30.5,24,68.98,17.5,168.25,0,0
6/3/2015,Chachoengsao Rice research Center,,13.873,100.951,6,3,2015,0,28.5,33.5,32.1,23.6,61.54,21.4,179,0,1
7/3/2015,Chachoengsao Rice research Center,,13.873,100.951,7,3,2015,0,29,33.5,31.6,22.8,60.15,20.3,178.33,0,0
8/3/2015,Chachoengsao Rice research Center,,13.873,100.951,8,3,2015,0,28.5,30.5,29.5,24,72.65,16.6,150,0,0
9/3/2015,Chachoengsao Rice research Center,,13.873,100.951,9,3,2015,0,27.5,34.5,32.2,23.1,60.3,15.7,172,0,2
10/3/2015,Chachoengsao Rice research Center,,13.873,100.951,10,3,2015,0,28,32.5,30.2,23.7,68.41,15.7,166.5,0,0
11/3/2015,Chachoengsao Rice research Center,,13.873,100.951,11,3,2015,0,28,34.5,32.4,23.5,59.96,18.5,188.6,0,2
12/3/2015,Chachoengsao Rice research Center,,13.873,100.951,12,3,2015,0,28.5,33.3,31.3,23.6,64.12,18.5,193.17,0,2
13/3/2015,Chachoengsao Rice research Center,,13.873,100.951,13,3,2015,0,29,30.5,29.7,23.5,69.27,19.4,187.5,0,1
14/3/2015,Chachoengsao Rice research Center,,13.873,100.951,14,3,2015,0,29,34,32.2,22.2,56.13,22.3,187.13,0,0
15/3/2015,Chachoengsao Rice research Center,,13.873,100.951,15,3,2015,0,28.5,32,30.4,23.8,67.95,18.5,164.25,0,0
16/3/2015,Chachoengsao Rice research Center,,13.873,100.951,16,3,2015,0,29,34.5,32.3,23.8,61.17,21.4,192.8,0,1
17/3/2015,Chachoengsao Rice research Center,,13.873,100.951,17,3,2015,0,29,33.2,31.6,23.8,63.62,20.3,184.83,0,1
18/3/2015,Chachoengsao Rice research Center,,13.873,100.951,18,3,2015,0,29.5,30,29.7,24.5,73.5,19.4,170,0,1
19/3/2015,Chachoengsao Rice research Center,,13.873,100.951,19,3,2015,0,28,33.5,31.6,24,64.77,18.4,168,0,0
20/3/2015,Chachoengsao Rice research Center,,13.873,100.951,20,3,2015,0,28,32,29.9,24.6,73.39,13.2,151.5,0,0
21/3/2015,Chachoengsao Rice research Center,,13.873,100.951,21,3,2015,0,29,34,31.9,24.5,65.16,20.3,176.9,0,1
22/3/2015,Chachoengsao Rice research Center,,13.873,100.951,22,3,2015,0,27,32.2,30,23.5,68.71,12.1,263.2,0.1,1
23/3/2015,Chachoengsao Rice research Center,,13.873,100.951,23,3,2015,0,28,29.5,28.7,24,75.57,11.2,124.5,0,0
24/3/2015,Chachoengsao Rice research Center,,13.873,100.951,24,3,2015,0,26,31.5,28.9,23.2,71.72,16.8,235.13,16.09,0
25/3/2015,Chachoengsao Rice research Center,,13.873,100.951,25,3,2015,0,26,30,28.1,21.1,66.07,15.7,111,0,1
26/3/2015,Chachoengsao Rice research Center,,13.873,100.951,26,3,2015,0,25,32.8,30.3,21.5,60.04,17.8,69.1,0,1
27/3/2015,Chachoengsao Rice research Center,,13.873,100.951,27,3,2015,0,26,33.2,30.1,20.9,58.9,17.6,150.17,0,0
28/3/2015,Chachoengsao Rice research Center,,13.873,100.951,28,3,2015,0,28,29.5,28.7,23.2,72.26,8.5,60,0,1
29/3/2015,Chachoengsao Rice research Center,,13.873,100.951,29,3,2015,0,23,32,27.9,22.6,74.09,12.1,68.38,38.49,1
30/3/2015,Chachoengsao Rice research Center,,13.873,100.951,30,3,2015,0,28,32,30.3,24.1,70.03,13,171.25,0,0
31/3/2015,Chachoengsao Rice research Center,,13.873,100.951,31,3,2015,0,30,35.5,33.5,22.6,53.55,17.5,203,0,0
1/4/2015,Chachoengsao Rice research Center,,13.873,100.951,1,4,2015,0,30,35,33.4,23.9,58.03,17.6,193.7,0,1
2/4/2015,Chachoengsao Rice research Center,,13.873,100.951,2,4,2015,0,30,34.7,33.1,22.2,53.89,16.6,220.5,0,2
3/4/2015,Chachoengsao Rice research Center,,13.873,100.951,3,4,2015,0,28.5,29.5,29,17.7,50.71,16.6,260,0,0
4/4/2015,Chachoengsao Rice research Center,,13.873,100.951,4,4,2015,0,28.5,36,33.3,21.3,51.46,23,158.25,0,1
5/4/2015,Chachoengsao Rice research Center,,13.873,100.951,5,4,2015,0,28.5,33.5,31,24.9,70.77,15.6,154.75,0,2
6/4/2015,Chachoengsao Rice research Center,,13.873,100.951,6,4,2015,0,29.5,35,33.4,24.1,58.98,15.8,187,0,2
7/4/2015,Chachoengsao Rice research Center,,13.873,100.951,7,4,2015,0,30,34.8,32.9,24.6,61.95,16.6,175.33,0,1
8/4/2015,Chachoengsao Rice research Center,,13.873,100.951,8,4,2015,0,26,28.5,27.2,23,77.66,18.4,292.5,0,3
9/4/2015,Chachoengsao Rice research Center,,13.873,100.951,9,4,2015,0,26,35,31.2,23.3,64.33,12,132.75,0,5
10/4/2015,Chachoengsao Rice research Center,,13.873,100.951,10,4,2015,0,28.5,33,31.1,24.3,67.63,11.2,157.5,0,2
11/4/2015,Chachoengsao Rice research Center,,13.873,100.951,11,4,2015,0,30,34.5,32.7,22.9,56.93,22.3,162.1,0.3,1
12/4/2015,Chachoengsao Rice research Center,,13.873,100.951,12,4,2015,0,27.5,32.6,30.3,22.9,65.14,11.2,227.5,0,1
13/4/2015,Chachoengsao Rice research Center,,13.873,100.951,13,4,2015,0,28,29,28.5,18.7,55.64,19.4,70,0,2
14/4/2015,Chachoengsao Rice research Center,,13.873,100.951,14,4,2015,0,27,33.5,30.6,14.7,38.8,15.8,58.5,0,6
15/4/2015,Chachoengsao Rice research Center,,13.873,100.951,15,4,2015,0,27.5,33,30.5,17.2,45.93,19.8,57,0,6
16/4/2015,Chachoengsao Rice research Center,,13.873,100.951,16,4,2015,0,28.5,35,32.9,22.9,56.41,16.7,203.1,0,1
17/4/2015,Chachoengsao Rice research Center,,13.873,100.951,17,4,2015,0,30.5,34.6,33.1,23.5,57.96,19.4,186.5,0,0
18/4/2015,Chachoengsao Rice research Center,,13.873,100.951,18,4,2015,0,30.5,32,31.2,24,65.53,20.3,182.5,0,0
19/4/2015,Chachoengsao Rice research Center,,13.873,100.951,19,4,2015,0,30,35,33.3,24.4,60.12,18.5,187.13,0,1
20/4/2015,Chachoengsao Rice research Center,,13.873,100.951,20,4,2015,0,30.5,34,32.3,25.2,66.52,19.4,185.25,0,0
21/4/2015,Chachoengsao Rice research Center,,13.873,100.951,21,4,2015,0,31,38,35.7,19.9,40.61,16.6,235.6,0,1
22/4/2015,Chachoengsao Rice research Center,,13.873,100.951,22,4,2015,0,31,36.4,33.7,22,51.41,14.8,213.67,0,1
23/4/2015,Chachoengsao Rice research Center,,13.873,100.951,23,4,2015,0,26,26,26,21.5,76.31,20.3,77.5,0,3
24/4/2015,Chachoengsao Rice research Center,,13.873,100.951,24,4,2015,0,29.5,34.5,32.6,21.9,53.66,11.7,235.25,0,1
25/4/2015,Chachoengsao Rice research Center,,13.873,100.951,25,4,2015,0,27,30,28.1,22.7,72.7,9.4,103.25,0.38,0
26/4/2015,Chachoengsao Rice research Center,,13.873,100.951,26,4,2015,0,27.6,35,32.5,22.5,56.95,18.6,56.5,0.2,2
27/4/2015,Chachoengsao Rice research Center,,13.873,100.951,27,4,2015,0,28,34.4,31.7,22.9,60.17,13,283.67,0,1
28/4/2015,Chachoengsao Rice research Center,,13.873,100.951,28,4,2015,0,29,31.5,30.2,25,73.8,13.8,122.5,0,0
29/4/2015,Chachoengsao Rice research Center,,13.873,100.951,29,4,2015,0,29.5,34.5,32.2,23.7,61.42,21.3,204.88,1.36,2
30/4/2015,Chachoengsao Rice research Center,,13.873,100.951,30,4,2015,0,29.5,32.3,31.2,24.9,69.92,11.2,162.75,0,0
1/5/2015,Chachoengsao Rice research Center,,13.873,100.951,1,5,2015,0,31,36.6,34.8,22.2,48.9,20.3,226.4,0,0
2/5/2015,Chachoengsao Rice research Center,,13.873,100.951,2,5,2015,0,30.5,35.8,33.7,23.8,57.61,17,197.83,0,0
3/5/2015,Chachoengsao Rice research Center,,13.873,100.951,3,5,2015,0,30.5,32.5,31.5,25.5,70.87,9.4,120,0,1
4/5/2015,Chachoengsao Rice research Center,,13.873,100.951,4,5,2015,0,29,33.5,31.4,25.1,69.66,14.7,127.75,4.8,0
5/5/2015,Chachoengsao Rice research Center,,13.873,100.951,5,5,2015,0,30.5,32.9,32,25.9,70.64,12.9,142.75,0,0
6/5/2015,Chachoengsao Rice research Center,,13.873,100.951,6,5,2015,0,31,36.5,34.3,23.6,54.22,17.6,200.8,0,1
7/5/2015,Chachoengsao Rice research Center,,13.873,100.951,7,5,2015,0,30.5,35.7,33.7,25.5,63.07,16.7,188,1.5,1
8/5/2015,Chachoengsao Rice research Center,,13.873,100.951,8,5,2015,0,30,31.5,30.7,26,75.97,13,117.5,0,0
9/5/2015,Chachoengsao Rice research Center,,13.873,100.951,9,5,2015,0,30,35.2,33.1,23.8,59.12,29.7,188.5,0,0
10/5/2015,Chachoengsao Rice research Center,,13.873,100.951,10,5,2015,0,29.5,34,31.8,25.2,68.77,14.7,161.75,0,0
11/5/2015,Chachoengsao Rice research Center,,13.873,100.951,11,5,2015,0,30,35.6,33.6,24.4,59.45,18.5,177.7,0,0
12/5/2015,Chachoengsao Rice research Center,,13.873,100.951,12,5,2015,0,31,35,33.3,25.5,64.35,19.2,182.33,4,0
13/5/2015,Chachoengsao Rice research Center,,13.873,100.951,13,5,2015,0,29,31.5,30.2,24,69.31,10.3,157.5,0,0
14/5/2015,Chachoengsao Rice research Center,,13.873,100.951,14,5,2015,0,29,33,31.5,23.9,64.56,21.4,181.75,0,0
15/5/2015,Chachoengsao Rice research Center,,13.873,100.951,15,5,2015,0,29,33,31,23.6,65.05,13.8,263.5,0,0
16/5/2015,Chachoengsao Rice research Center,,13.873,100.951,16,5,2015,0,28.9,35,32.6,24.1,62.19,20.3,241.8,2.68,0
17/5/2015,Chachoengsao Rice research Center,,13.873,100.951,17,5,2015,0,31,35.2,33.5,23,54.6,13,224.5,0,0
18/5/2015,Chachoengsao Rice research Center,,13.873,100.951,18,5,2015,0,30.5,31.5,31,22,58.86,15.7,265,0,1
19/5/2015,Chachoengsao Rice research Center,,13.873,100.951,19,5,2015,0,30.5,36.5,34.4,21.7,48.09,15.8,241.63,0,0
20/5/2015,Chachoengsao Rice research Center,,13.873,100.951,20,5,2015,0,31.5,35,33.1,22.7,54.7,17.5,221.75,0,0
21/5/2015,Chachoengsao Rice research Center,,13.873,100.951,21,5,2015,0,31.5,35.5,34.2,22.5,50.94,22.3,205.6,0,0
22/5/2015,Chachoengsao Rice research Center,,13.873,100.951,22,5,2015,0,32,34.7,33.4,23.2,55.09,27,202.33,0,0
23/5/2015,Chachoengsao Rice research Center,,13.873,100.951,23,5,2015,0,31.5,32.5,32,22.5,57.3,17.5,205,0,0
24/5/2015,Chachoengsao Rice research Center,,13.873,100.951,24,5,2015,0,31,35.5,34.1,23.2,53.4,24.1,195,0,0
25/5/2015,Chachoengsao Rice research Center,,13.873,100.951,25,5,2015,0,31.5,34,33.1,22.1,52.98,18.5,221.5,0.3,0
26/5/2015,Chachoengsao Rice research Center,,13.873,100.951,26,5,2015,0,31,35,33.5,23.5,56.3,28.8,193.7,0,0
27/5/2015,Chachoengsao Rice research Center,,13.873,100.951,27,5,2015,0,30,35,33.1,21.9,52.12,17.5,228.17,0,0
28/5/2015,Chachoengsao Rice research Center,,13.873,100.951,28,5,2015,0,29.5,31.5,30.5,23.2,65.66,11.2,170,0,0
29/5/2015,Chachoengsao Rice research Center,,13.873,100.951,29,5,2015,0,30.5,36,33.9,22.6,52.09,18.4,209.88,0,0
30/5/2015,Chachoengsao Rice research Center,,13.873,100.951,30,5,2015,0,31,34,32.6,21.6,52.52,13,233.25,0,0
31/5/2015,Chachoengsao Rice research Center,,13.873,100.951,31,5,2015,0,31,36.2,34.7,22.2,48.57,21.4,249.7,0,0
1/6/2015,Chachoengsao Rice research Center,,13.873,100.951,1,6,2015,0,31,37.1,35.3,21.7,45.82,19.4,259.7,0,0
2/6/2015,Chachoengsao Rice research Center,,13.873,100.951,2,6,2015,0,31.5,35.9,33.8,21.9,50.15,20.4,262.67,0,0
3/6/2015,Chachoengsao Rice research Center,,13.873,100.951,3,6,2015,0,29.5,31.5,30.5,24.5,70.53,7.6,98.5,0,0
4/6/2015,Chachoengsao Rice research Center,,13.873,100.951,4,6,2015,0,29.5,36,33,24.4,61.68,18.4,179.25,1.07,0
5/6/2015,Chachoengsao Rice research Center,,13.873,100.951,5,6,2015,0,30.5,35,32.8,24,60.7,8.5,220.5,0,0
6/6/2015,Chachoengsao Rice research Center,,13.873,100.951,6,6,2015,0,31.5,37,35.4,22,46.29,14.9,243.6,0,0
7/6/2015,Chachoengsao Rice research Center,,13.873,100.951,7,6,2015,0,30,36.1,33.6,23,55.59,13.9,249.67,0.1,0
8/6/2015,Chachoengsao Rice research Center,,13.873,100.951,8,6,2015,0,25.5,28.5,27,23.5,81.4,11.2,199.5,0,0
9/6/2015,Chachoengsao Rice research Center,,13.873,100.951,9,6,2015,0,29,35.5,33.1,23,56.01,14.2,210.13,0,0
10/6/2015,Chachoengsao Rice research Center,,13.873,100.951,10,6,2015,0,31,34.5,32.8,23.1,56.95,10.4,213,0,1
11/6/2015,Chachoengsao Rice research Center,,13.873,100.951,11,6,2015,0,31.5,36.5,34.9,22.8,50.23,20.3,182.2,0.2,0
12/6/2015,Chachoengsao Rice research Center,,13.873,100.951,12,6,2015,0,31.5,35,33.5,23.4,55.76,13.2,243.33,0,0
13/6/2015,Chachoengsao Rice research Center,,13.873,100.951,13,6,2015,0,27.5,30.5,29,24.2,75.81,6.5,137.5,0,0
14/6/2015,Chachoengsao Rice research Center,,13.873,100.951,14,6,2015,0,29.5,35.5,33,23.1,56.68,18.5,281.14,11.1,0
15/6/2015,Chachoengsao Rice research Center,,13.873,100.951,15,6,2015,0,28.5,32.5,30.3,23.1,65.8,8.5,141,0,0
16/6/2015,Chachoengsao Rice research Center,,13.873,100.951,16,6,2015,0,29,31.2,30.1,24.3,71.48,15.8,183.1,5.81,0
17/6/2015,Chachoengsao Rice research Center,,13.873,100.951,17,6,2015,0,26.9,31.4,28.8,24.6,78.37,13.9,169.33,17.73,0
18/6/2015,Chachoengsao Rice research Center,,13.873,100.951,18,6,2015,0,28.5,30,29.2,24,73.59,13,232.5,0,1
19/6/2015,Chachoengsao Rice research Center,,13.873,100.951,19,6,2015,0,29.5,33.5,32.3,22.2,55.56,18.3,232.38,0,0
20/6/2015,Chachoengsao Rice research Center,,13.873,100.951,20,6,2015,0,29.5,32,30.9,21.6,57.71,18.6,263.75,0,0
21/6/2015,Chachoengsao Rice research Center,,13.873,100.951,21,6,2015,0,29,34,32.6,21.5,52.58,24.1,268.5,0,0
22/6/2015,Chachoengsao Rice research Center,,13.873,100.951,22,6,2015,0,29.5,33.7,32.1,22.3,56.78,25,264.83,0,0
23/6/2015,Chachoengsao Rice research Center,,13.873,100.951,23,6,2015,0,28.5,29,28.7,22.5,69.03,12.1,227.5,0,0
24/6/2015,Chachoengsao Rice research Center,,13.873,100.951,24,6,2015,0,30,33,31.8,22.9,59.5,30.6,255.75,0,0
25/6/2015,Chachoengsao Rice research Center,,13.873,100.951,25,6,2015,0,28.5,31.5,29.9,22.9,66.64,20.5,228,0,0
26/6/2015,Chachoengsao Rice research Center,,13.873,100.951,26,6,2015,0,29.5,31.5,30.7,21.6,58.44,21.4,216.8,0,0
27/6/2015,Chachoengsao Rice research Center,,13.873,100.951,27,6,2015,0,27.5,30.6,29.2,23.4,71.37,25,218.5,12.13,0
28/6/2015,Chachoengsao Rice research Center,,13.873,100.951,28,6,2015,0,28.5,30,29.2,23.5,71.31,7.4,196.5,0,0
29/6/2015,Chachoengsao Rice research Center,,13.873,100.951,29,6,2015,0,29.5,34,32.1,22.1,55.81,18.5,235.75,0,1
30/6/2015,Chachoengsao Rice research Center,,13.873,100.951,30,6,2015,0,30,33.5,31.7,21.1,53.58,16.8,274.75,0,0
1/7/2015,Chachoengsao Rice research Center,,13.873,100.951,1,7,2015,0,30,34.5,33.2,22.3,53.07,22.3,244.6,0,0
2/7/2015,Chachoengsao Rice research Center,,13.873,100.951,2,7,2015,0,30,34.6,32.7,22.3,54.75,20.4,261.83,0,0
3/7/2015,Chachoengsao Rice research Center,,13.873,100.951,3,7,2015,0,30,32,31,22.7,61.63,18.6,242.5,0,0
4/7/2015,Chachoengsao Rice research Center,,13.873,100.951,4,7,2015,0,30,36,33.9,21.8,49.86,27.7,272.5,0,0
5/7/2015,Chachoengsao Rice research Center,,13.873,100.951,5,7,2015,0,30.5,33.5,32,22.6,57.63,25.9,222.25,0,0
6/7/2015,Chachoengsao Rice research Center,,13.873,100.951,6,7,2015,0,30,34,32.2,23.3,59.74,18.5,234.1,0,0
7/7/2015,Chachoengsao Rice research Center,,13.873,100.951,7,7,2015,0,31,35,33.4,23.8,57.84,20.5,240.17,0,4
8/7/2015,Chachoengsao Rice research Center,,13.873,100.951,8,7,2015,0,30,31.5,30.7,23.5,65.4,9.2,282.5,0,0
9/7/2015,Chachoengsao Rice research Center,,13.873,100.951,9,7,2015,0,30,32.5,31.6,22.8,59.55,21.2,260,0.14,3
10/7/2015,Chachoengsao Rice research Center,,13.873,100.951,10,7,2015,0,29,32,30.7,21.9,59.51,21.3,254.5,0,0
11/7/2015,Chachoengsao Rice research Center,,13.873,100.951,11,7,2015,0,29.5,35.5,33.6,22.5,52.66,25,235.3,0,0
12/7/2015,Chachoengsao Rice research Center,,13.873,100.951,12,7,2015,0,30.5,33.7,32.7,22.5,55.17,21.4,254.83,0,0
13/7/2015,Chachoengsao Rice research Center,,13.873,100.951,13,7,2015,0,31,32,31.5,22.7,59.89,13.9,222.5,0,0
14/7/2015,Chachoengsao Rice research Center,,13.873,100.951,14,7,2015,0,31,34,33.1,22.9,55.1,20.3,220.63,0,1
15/7/2015,Chachoengsao Rice research Center,,13.873,100.951,15,7,2015,0,30,33,31.7,23.3,61.22,17.6,206,0,0
16/7/2015,Chachoengsao Rice research Center,,13.873,100.951,16,7,2015,0,30,33.1,31.7,23.2,61.15,23.2,200.2,0.4,3
17/7/2015,Chachoengsao Rice research Center,,13.873,100.951,17,7,2015,0,28,33,30.9,24,67.31,23.2,187.67,0,4
18/7/2015,Chachoengsao Rice research Center,,13.873,100.951,18,7,2015,0,29,30.5,29.7,24.2,72.53,19.4,205,0,5
19/7/2015,Chachoengsao Rice research Center,,13.873,100.951,19,7,2015,0,29,32,31,23.8,65.75,18.5,201.75,2,4
20/7/2015,Chachoengsao Rice research Center,,13.873,100.951,20,7,2015,0,27.5,30,28.8,24,75.53,16.6,195.5,0.24,3
21/7/2015,Chachoengsao Rice research Center,,13.873,100.951,21,7,2015,0,29,31.5,30.8,23.3,64.32,28.8,193.5,0,0
22/7/2015,Chachoengsao Rice research Center,,13.873,100.951,22,7,2015,0,29,32.9,31.1,22.7,61.17,14.8,187.33,0,0
