province thai,province Eng,Lat,long,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
พิษณุโลก,Phitsanulok,16.87664516,100.3781935,187703,56914,17071,7920,0,0,0,0,0,0,136765,374839
อยุธยา,Phra Nakhon Si Ayutthaya,14.37482039,100.5316117,216783,50358,23621,1599,0,0,0,0,0,0,60115,364926
แพร่,Phrae,18.15474026,100.0967013,5158,244,0,0,0,0,0,0,0,0,3096,28088
ภูเก็ต,Phuket,7.887342105,98.36747368,0,0,0,0,0,0,0,0,0,0,0,0
ปราจีนบุรี,Prachin Buri,13.99596825,101.5334444,9400,1230,1607,858,0,0,0,0,0,0,102586,20421
ประจวบคีรีขันธ์,Prachuap Khiri Khan,11.87997872,99.66968085,1740,6540,1431,290,0,0,0,0,0,0,68,685
ระนอง,Ranong,9.84295,98.57283333,0,0,0,0,0,0,0,0,0,0,0,0
ราชบุรี,Ratchaburi,13.60378641,99.80105825,7334,28844,126543,3750,0,0,0,0,0,0,3097,4609
ระยอง,Rayong,12.77290909,101.4139394,841,1323,909,0,0,0,0,0,0,0,246,388
ร้อยเอ็ด,Roi Et,15.94159686,103.8014241,92681,33858,4582,432,0,0,0,0,0,0,366,41847
สระแก้ว,Sa kaeo,13.72012069,102.3403103,7540,439,0,0,0,0,0,0,0,0,0,137
สกลนคร,Sakon Nakhon,17.40146774,103.8297419,26266,0,0,0,0,0,0,0,0,0,1654,64428
สมุทรปราการ,Samut Prakarn,13.61855102,100.655449,567,343,426,261,0,0,0,0,0,0,14273,1913
สมุทรสาคร,Samut Sakhon,13.58789744,100.2134103,949,402,201,139,0,0,0,0,0,0,635,540
สมุทรสงคราม,Samut Songkhram,13.43411429,99.95694286,0,523,897,149,0,0,0,0,0,0,0,0
สระบุรี,Saraburi,14.55531481,100.8865463,61036,29386,12386,4500,0,0,0,0,0,0,18782,70408
สตูล,Satun,6.695068182,99.72796591,0,0,0,0,0,0,0,0,0,0,0,0
ศรีสะเกษ,Si Sa Ket,14.94141872,104.3277783,24628,4209,447,0,0,0,0,0,0,0,2045,46466
สิงห์บุรี,Sing Buri,14.88357143,100.3582143,47512,11915,5036,8840,0,0,0,0,0,0,54466,125783
สงขลา,Songkhla,7.117804348,100.5218768,0,0,2280,6691,7944,30417,0,0,0,0,0,0
สุโขทัย,Sukhothai,17.1496,99.79715294,78189,7865,14576,5334,0,0,0,0,0,0,156928,180393
สุพรรณบุรี,Suphan Buri,14.53585185,100.015287,320109,32095,42292,20844,0,0,0,0,0,0,106032,310981
สุราษฎร์ธานี,Surat Thani,9.228121053,99.40556316,1578,394,0,0,0,0,0,0,0,0,938,952
สุรินทร์,Surin,14.93708228,103.669962,15139,1143,0,0,0,0,0,0,0,0,1710,32333
ตาก,Tak,16.84066102,98.83098305,6843,2626,705,127,0,0,0,0,0,0,0,5702
ตรัง,Trang,7.479578947,99.55433333,0,147,0,0,0,0,0,0,0,0,0,0
ตราด,Trat,12.10803774,102.4909057,2386,97,0,0,0,0,0,0,0,0,0,80
อุบลราชธานี,Ubon Ratchathani,15.27789498,105.0215845,59849,19634,1608,0,0,0,0,0,0,0,952,72384
อุดรธานี,Udon Thani,17.40975974,102.883539,7429,2384,0,0,0,0,0,0,0,0,2275,31949
อุทัยธานี,Uthai Thani,15.37220588,99.80179412,13060,3721,9092,4528,0,0,0,0,0,0,43727,16794
อุตรดิตถ์,Uttaradit,17.63522727,100.3226667,121320,25768,2925,345,0,0,0,0,0,0,12236,128764
ยะลา,Yala,6.389631579,101.2610877,0,0,0,58,83,39,0,0,0,0,0,0
ยโสธร,Yasothon,15.83362821,104.3002051,40700,5785,1678,0,0,0,0,0,0,0,721,21237
