province_th,province_en,lat,lon,month,area_rai,year,crop_season,month_num,date
สระบุรี,Saraburi,14.55531481,100.8865463,Mar,0,2016,in_season,3,2016-03-01
สระบุรี,Saraburi,14.55531481,100.8865463,Apr,0,2016,in_season,4,2016-04-01
สระบุรี,Saraburi,14.55531481,100.8865463,May,15810,2016,in_season,5,2016-05-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jun,29633,2016,in_season,6,2016-06-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jul,160467,2016,in_season,7,2016-07-01
สระบุรี,Saraburi,14.55531481,100.8865463,Aug,80541,2016,in_season,8,2016-08-01
สระบุรี,Saraburi,14.55531481,100.8865463,Sep,30148,2016,in_season,9,2016-09-01
สระบุรี,Saraburi,14.55531481,100.8865463,Oct,10997,2016,in_season,10,2016-10-01
สระบุรี,Saraburi,14.55531481,100.8865463,Nov,0,2016,in_season,11,2016-11-01
สระบุรี,Saraburi,14.55531481,100.8865463,Dec,0,2016,in_season,12,2016-12-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jan,0,2017,in_season,1,2017-01-01
สระบุรี,Saraburi,14.55531481,100.8865463,Feb,0,2017,in_season,2,2017-02-01
สระบุรี,Saraburi,14.55531481,100.8865463,Mar,0,2017,in_season,3,2017-03-01
สระบุรี,Saraburi,14.55531481,100.8865463,Apr,0,2017,in_season,4,2017-04-01
สระบุรี,Saraburi,14.55531481,100.8865463,May,52912,2017,in_season,5,2017-05-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jun,57306,2017,in_season,6,2017-06-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jul,112684,2017,in_season,7,2017-07-01
สระบุรี,Saraburi,14.55531481,100.8865463,Aug,58323,2017,in_season,8,2017-08-01
สระบุรี,Saraburi,14.55531481,100.8865463,Sep,28927,2017,in_season,9,2017-09-01
สระบุรี,Saraburi,14.55531481,100.8865463,Oct,13899,2017,in_season,10,2017-10-01
สระบุรี,Saraburi,14.55531481,100.8865463,Nov,0,2017,in_season,11,2017-11-01
สระบุรี,Saraburi,14.55531481,100.8865463,Dec,0,2017,in_season,12,2017-12-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jan,0,2018,in_season,1,2018-01-01
สระบุรี,Saraburi,14.55531481,100.8865463,Feb,0,2018,in_season,2,2018-02-01
สระบุรี,Saraburi,14.55531481,100.8865463,Mar,0,2018,in_season,3,2018-03-01
สระบุรี,Saraburi,14.55531481,100.8865463,Apr,0,2018,in_season,4,2018-04-01
สระบุรี,Saraburi,14.55531481,100.8865463,May,50691,2018,in_season,5,2018-05-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jun,46928,2018,in_season,6,2018-06-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jul,136579,2018,in_season,7,2018-07-01
สระบุรี,Saraburi,14.55531481,100.8865463,Aug,49420,2018,in_season,8,2018-08-01
สระบุรี,Saraburi,14.55531481,100.8865463,Sep,30583,2018,in_season,9,2018-09-01
สระบุรี,Saraburi,14.55531481,100.8865463,Oct,11958,2018,in_season,10,2018-10-01
สระบุรี,Saraburi,14.55531481,100.8865463,Nov,0,2018,in_season,11,2018-11-01
สระบุรี,Saraburi,14.55531481,100.8865463,Dec,0,2018,in_season,12,2018-12-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jan,0,2019,in_season,1,2019-01-01
สระบุรี,Saraburi,14.55531481,100.8865463,Feb,0,2019,in_season,2,2019-02-01
สระบุรี,Saraburi,14.55531481,100.8865463,Mar,0,2019,in_season,3,2019-03-01
สระบุรี,Saraburi,14.55531481,100.8865463,Apr,0,2019,in_season,4,2019-04-01
สระบุรี,Saraburi,14.55531481,100.8865463,May,50691,2019,in_season,5,2019-05-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jun,46928,2019,in_season,6,2019-06-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jul,136579,2019,in_season,7,2019-07-01
สระบุรี,Saraburi,14.55531481,100.8865463,Aug,49420,2019,in_season,8,2019-08-01
สระบุรี,Saraburi,14.55531481,100.8865463,Sep,30583,2019,in_season,9,2019-09-01
สระบุรี,Saraburi,14.55531481,100.8865463,Oct,11958,2019,in_season,10,2019-10-01
