province_th,province_en,lat,lon,variety_raw,area_rai,year,crop_season,variety_norm,source_file
อุบลราชธานี,Ubon Ratchathani,15.27789498,105.0215845,พิษณุโลก2 60-2,91,2015,off_season,พิษณุโลก2 60-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
อุดรธานี,Udon Thani,17.40975974,102.883539,พิษณุโลก2 60-2,907,2015,off_season,พิษณุโลก2 60-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
อุทัยธานี,Uthai Thani,15.37220588,99.80179412,พิษณุโลก2 60-2,4521,2015,off_season,พิษณุโลก2 60-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
อุตรดิตถ์,Uttaradit,17.63522727,100.3226667,พิษณุโลก2 60-2,83848,2015,off_season,พิษณุโลก2 60-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ยะลา,Yala,6.389631579,101.2610877,พิษณุโลก2 60-2,0,2015,off_season,พิษณุโลก2 60-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ยโสธร,Yasothon,15.83362821,104.3002051,พิษณุโลก2 60-2,0,2015,off_season,พิษณุโลก2 60-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
อำนาจเจริญ,Amnat Charoen,15.85274545,104.7030364,ชัยนาท 1-2,1974,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
อ่างทอง,Ang Thong,14.61094444,100.3843056,ชัยนาท 1-2,208,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
กรุงเทพ,Bangkok,13.75785621,100.5558824,ชัยนาท 1-2,119,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
บึงกาฬ,Bueng Kan,18.15978846,103.6703269,ชัยนาท 1-2,372,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
บุรีรัมย์,Buri Ram,14.89489362,102.9742287,ชัยนาท 1-2,17927,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ฉะเชิงเทรา,Chachoengsao,13.68568478,101.1367174,ชัยนาท 1-2,1993,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ชัยนาท,Chai Nat,15.15194231,100.0815577,ชัยนาท 1-2,4725,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ชัยภูมิ,Chaiyaphum,15.97104065,101.9395366,ชัยนาท 1-2,22657,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
จันทบุรี,Chanthaburi,12.67759036,102.1161687,ชัยนาท 1-2,0,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
เชียงใหม่,Chiang Mai,18.8569697,98.9199899,ชัยนาท 1-2,0,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
เชียงราย,Chiang Rai,19.88303252,99.92217886,ชัยนาท 1-2,2003,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ชลบุรี,Chon Buri,13.15463158,101.0628947,ชัยนาท 1-2,5169,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ชุมพร,Chumphon,10.3336087,99.18683478,ชัยนาท 1-2,93,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
กาฬสินธุ์,Kalasin,16.58667669,103.6133985,ชัยนาท 1-2,95255,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
กำแพงเพชร,Kamphaeng Phet,16.37223377,99.65637662,ชัยนาท 1-2,25341,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
กาญจนบุรี,Kanchanaburi,14.22504255,99.4401383,ชัยนาท 1-2,1023,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ขอนแก่น,Khon Kaen,16.35285,102.598805,ชัยนาท 1-2,13965,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
กระบี่,Krabi,8.009243243,98.93368468,ชัยนาท 1-2,0,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ลำปาง,Lampang,18.34986458,99.50325,ชัยนาท 1-2,288,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ลำพูน,Lamphun,18.36132,98.96236,ชัยนาท 1-2,0,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
เลย,Loei,17.41748315,101.6434157,ชัยนาท 1-2,42,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ลพบุรี,Lop Buri,15.02860833,100.7969417,ชัยนาท 1-2,4555,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
แม่ฮ่องสอน,Mae Hong Son,18.766,98.06297674,ชัยนาท 1-2,0,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
มหาสารคาม,Maha Sarakham,15.98990226,103.1893308,ชัยนาท 1-2,7069,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
มุกดาหาร,Mukdahan,16.53405769,104.5682885,ชัยนาท 1-2,72,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
นครนายก,Nakhon Nayok,14.18082927,101.1229756,ชัยนาท 1-2,2755,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
นครปฐม,Nakhon Pathom,13.87357143,100.1243048,ชัยนาท 1-2,1879,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
นครพนม,Nakhon Phanom,17.31057447,104.4821915,ชัยนาท 1-2,9469,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
นครราชสีมา,Nakhon Ratchasima,15.08644014,102.1976901,ชัยนาท 1-2,31569,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
นครสวรรค์,Nakhon Sawan,15.67782946,100.1931783,ชัยนาท 1-2,39759,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
นครศรีธรรมราช,Nakhon Si Thammarat,8.34487574,99.86193491,ชัยนาท 1-2,12959,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
น่าน,Nan,18.8794898,100.8094286,ชัยนาท 1-2,0,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
นราธิวาส,Narathiwat,6.234092105,101.7531711,ชัยนาท 1-2,642,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
หนองบัวลำภู,Nong Bua Lam Phu,17.18251724,102.3142586,ชัยนาท 1-2,5804,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
หนองคาย,Nong Khai,17.91401639,102.8044262,ชัยนาท 1-2,2785,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
นนทบุรี,Nonthaburi,13.88841176,100.4345882,ชัยนาท 1-2,0,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ปทุมธานี,Pathum Thani,14.04674576,100.6253898,ชัยนาท 1-2,221,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ปัตตานี,Pattani,6.756087719,101.3607456,ชัยนาท 1-2,11121,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
พังงา,Phang-nga,8.655536232,98.27214493,ชัยนาท 1-2,0,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
พัทลุง,Phatthalung,7.54880303,100.0667121,ชัยนาท 1-2,8256,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
พะเยา,Phayao,19.28419403,100.0843134,ชัยนาท 1-2,0,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
เพชรบูรณ์,Phetchabun,16.27352174,101.110113,ชัยนาท 1-2,3949,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
เพชรบุรี,Phetchaburi,13.04547253,99.88163736,ชัยนาท 1-2,1752,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
พิจิตร,Phichit,16.25902273,100.3543182,ชัยนาท 1-2,22294,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
พิษณุโลก,Phitsanulok,16.87664516,100.3781935,ชัยนาท 1-2,9185,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
อยุธยา,Phra Nakhon Si Ayutthaya,14.37482039,100.5316117,ชัยนาท 1-2,2311,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
แพร่,Phrae,18.15474026,100.0967013,ชัยนาท 1-2,0,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ภูเก็ต,Phuket,7.887342105,98.36747368,ชัยนาท 1-2,0,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ปราจีนบุรี,Prachin Buri,13.99596825,101.5334444,ชัยนาท 1-2,3592,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ประจวบคีรีขันธ์,Prachuap Khiri Khan,11.87997872,99.66968085,ชัยนาท 1-2,23653,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ระนอง,Ranong,9.84295,98.57283333,ชัยนาท 1-2,0,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ราชบุรี,Ratchaburi,13.60378641,99.80105825,ชัยนาท 1-2,2110,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ระยอง,Rayong,12.77290909,101.4139394,ชัยนาท 1-2,859,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ร้อยเอ็ด,Roi Et,15.94159686,103.8014241,ชัยนาท 1-2,83138,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สระแก้ว,Sa kaeo,13.72012069,102.3403103,ชัยนาท 1-2,2086,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สกลนคร,Sakon Nakhon,17.40146774,103.8297419,ชัยนาท 1-2,3687,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สมุทรปราการ,Samut Prakarn,13.61855102,100.655449,ชัยนาท 1-2,452,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สมุทรสาคร,Samut Sakhon,13.58789744,100.2134103,ชัยนาท 1-2,177,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สมุทรสงคราม,Samut Songkhram,13.43411429,99.95694286,ชัยนาท 1-2,168,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สระบุรี,Saraburi,14.55531481,100.8865463,ชัยนาท 1-2,2426,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สตูล,Satun,6.695068182,99.72796591,ชัยนาท 1-2,0,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ศรีสะเกษ,Si Sa Ket,14.94141872,104.3277783,ชัยนาท 1-2,45449,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สิงห์บุรี,Sing Buri,14.88357143,100.3582143,ชัยนาท 1-2,111,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สงขลา,Songkhla,7.117804348,100.5218768,ชัยนาท 1-2,13491,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สุโขทัย,Sukhothai,17.1496,99.79715294,ชัยนาท 1-2,19799,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สุพรรณบุรี,Suphan Buri,14.53585185,100.015287,ชัยนาท 1-2,2735,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สุราษฎร์ธานี,Surat Thani,9.228121053,99.40556316,ชัยนาท 1-2,207,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สุรินทร์,Surin,14.93708228,103.669962,ชัยนาท 1-2,5714,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ตาก,Tak,16.84066102,98.83098305,ชัยนาท 1-2,1820,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ตรัง,Trang,7.479578947,99.55433333,ชัยนาท 1-2,0,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ตราด,Trat,12.10803774,102.4909057,ชัยนาท 1-2,283,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
อุบลราชธานี,Ubon Ratchathani,15.27789498,105.0215845,ชัยนาท 1-2,20014,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
อุดรธานี,Udon Thani,17.40975974,102.883539,ชัยนาท 1-2,4134,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
อุทัยธานี,Uthai Thani,15.37220588,99.80179412,ชัยนาท 1-2,7415,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
อุตรดิตถ์,Uttaradit,17.63522727,100.3226667,ชัยนาท 1-2,1395,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ยะลา,Yala,6.389631579,101.2610877,ชัยนาท 1-2,85,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ยโสธร,Yasothon,15.83362821,104.3002051,ชัยนาท 1-2,31713,2015,off_season,ชัยนาท 1-2,Varieties-production volume of rice off-season Rai(unit) 2015.csv
อำนาจเจริญ,Amnat Charoen,15.85274545,104.7030364,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
อ่างทอง,Ang Thong,14.61094444,100.3843056,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
กรุงเทพ,Bangkok,13.75785621,100.5558824,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
บึงกาฬ,Bueng Kan,18.15978846,103.6703269,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
บุรีรัมย์,Buri Ram,14.89489362,102.9742287,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ฉะเชิงเทรา,Chachoengsao,13.68568478,101.1367174,หอมสุพรรณบุรี,261,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ชัยนาท,Chai Nat,15.15194231,100.0815577,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ชัยภูมิ,Chaiyaphum,15.97104065,101.9395366,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
จันทบุรี,Chanthaburi,12.67759036,102.1161687,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
เชียงใหม่,Chiang Mai,18.8569697,98.9199899,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
เชียงราย,Chiang Rai,19.88303252,99.92217886,หอมสุพรรณบุรี,2909,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ชลบุรี,Chon Buri,13.15463158,101.0628947,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ชุมพร,Chumphon,10.3336087,99.18683478,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
กาฬสินธุ์,Kalasin,16.58667669,103.6133985,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
กำแพงเพชร,Kamphaeng Phet,16.37223377,99.65637662,หอมสุพรรณบุรี,661,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
กาญจนบุรี,Kanchanaburi,14.22504255,99.4401383,หอมสุพรรณบุรี,22,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ขอนแก่น,Khon Kaen,16.35285,102.598805,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
กระบี่,Krabi,8.009243243,98.93368468,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ลำปาง,Lampang,18.34986458,99.50325,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ลำพูน,Lamphun,18.36132,98.96236,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
เลย,Loei,17.41748315,101.6434157,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ลพบุรี,Lop Buri,15.02860833,100.7969417,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
แม่ฮ่องสอน,Mae Hong Son,18.766,98.06297674,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
มหาสารคาม,Maha Sarakham,15.98990226,103.1893308,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
มุกดาหาร,Mukdahan,16.53405769,104.5682885,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
นครนายก,Nakhon Nayok,14.18082927,101.1229756,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
นครปฐม,Nakhon Pathom,13.87357143,100.1243048,หอมสุพรรณบุรี,79,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
นครพนม,Nakhon Phanom,17.31057447,104.4821915,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
นครราชสีมา,Nakhon Ratchasima,15.08644014,102.1976901,หอมสุพรรณบุรี,516,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
นครสวรรค์,Nakhon Sawan,15.67782946,100.1931783,หอมสุพรรณบุรี,281,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
นครศรีธรรมราช,Nakhon Si Thammarat,8.34487574,99.86193491,หอมสุพรรณบุรี,46,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
น่าน,Nan,18.8794898,100.8094286,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
นราธิวาส,Narathiwat,6.234092105,101.7531711,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
หนองบัวลำภู,Nong Bua Lam Phu,17.18251724,102.3142586,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
หนองคาย,Nong Khai,17.91401639,102.8044262,หอมสุพรรณบุรี,77,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
นนทบุรี,Nonthaburi,13.88841176,100.4345882,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ปทุมธานี,Pathum Thani,14.04674576,100.6253898,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ปัตตานี,Pattani,6.756087719,101.3607456,หอมสุพรรณบุรี,588,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
พังงา,Phang-nga,8.655536232,98.27214493,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
พัทลุง,Phatthalung,7.54880303,100.0667121,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
พะเยา,Phayao,19.28419403,100.0843134,หอมสุพรรณบุรี,238,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
เพชรบูรณ์,Phetchabun,16.27352174,101.110113,หอมสุพรรณบุรี,182,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
เพชรบุรี,Phetchaburi,13.04547253,99.88163736,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
พิจิตร,Phichit,16.25902273,100.3543182,หอมสุพรรณบุรี,472,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
พิษณุโลก,Phitsanulok,16.87664516,100.3781935,หอมสุพรรณบุรี,421,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
อยุธยา,Phra Nakhon Si Ayutthaya,14.37482039,100.5316117,หอมสุพรรณบุรี,341,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
แพร่,Phrae,18.15474026,100.0967013,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ภูเก็ต,Phuket,7.887342105,98.36747368,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ปราจีนบุรี,Prachin Buri,13.99596825,101.5334444,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ประจวบคีรีขันธ์,Prachuap Khiri Khan,11.87997872,99.66968085,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ระนอง,Ranong,9.84295,98.57283333,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ราชบุรี,Ratchaburi,13.60378641,99.80105825,หอมสุพรรณบุรี,308,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ระยอง,Rayong,12.77290909,101.4139394,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ร้อยเอ็ด,Roi Et,15.94159686,103.8014241,หอมสุพรรณบุรี,781,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สระแก้ว,Sa kaeo,13.72012069,102.3403103,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สกลนคร,Sakon Nakhon,17.40146774,103.8297419,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สมุทรปราการ,Samut Prakarn,13.61855102,100.655449,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สมุทรสาคร,Samut Sakhon,13.58789744,100.2134103,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สมุทรสงคราม,Samut Songkhram,13.43411429,99.95694286,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สระบุรี,Saraburi,14.55531481,100.8865463,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สตูล,Satun,6.695068182,99.72796591,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ศรีสะเกษ,Si Sa Ket,14.94141872,104.3277783,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สิงห์บุรี,Sing Buri,14.88357143,100.3582143,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สงขลา,Songkhla,7.117804348,100.5218768,หอมสุพรรณบุรี,183,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สุโขทัย,Sukhothai,17.1496,99.79715294,หอมสุพรรณบุรี,226,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สุพรรณบุรี,Suphan Buri,14.53585185,100.015287,หอมสุพรรณบุรี,245,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สุราษฎร์ธานี,Surat Thani,9.228121053,99.40556316,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
สุรินทร์,Surin,14.93708228,103.669962,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ตาก,Tak,16.84066102,98.83098305,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
ตรัง,Trang,7.479578947,99.55433333,หอมสุพรรณบุรี,0,2015,off_season,หอมสุพรรณบุรี,Varieties-production volume of rice off-season Rai(unit) 2015.csv
